	text	id	created_at	reply_settings	edit_history_tweet_ids	conversation_id	referenced_tweets	author_id	lang	public_metrics.retweet_count	public_metrics.reply_count	public_metrics.like_count	public_metrics.quote_count	public_metrics.impression_count	in_reply_to_user_id	geo.place_id
1117	RT @TomFitton: Obama knew. Clinton knew. Biden knew. Comey knew. Brennan knew. McCabe knew. Strzok knew.Clapper knew.Schiff knew.FBI knew.D…	1633667044007882754	2023-03-09T03:12:30.000Z	everyone	['1633667044007882754']	1633667044007882754	[{'type': 'retweeted', 'id': '1633625411845345280'}]	1587157819421122561	en	3315	0	0	0	0		
1118	RT @DCelesteSpencer: Happy Women’s Day to First Lady, Dr.Jill Biden and Former First Lady Michelle Obama. Dr. Jill Biden has been on the co…	1633667037297016834	2023-03-09T03:12:28.000Z	following	['1633667037297016834']	1633667037297016834	[{'type': 'retweeted', 'id': '1633607604848009216'}]	372900776	en	107	0	0	0	0		
1119	"@TimBuckOhFive @Unfilteredboss1 Yes, that was the same year TRUMP ENDORSED MITT ROMNEY you fukhed
BTW, Ryan was not as awful then as he is now. 
You know Trump was a fuking OBAMA supporter and KAMALA DONOR don't you????????"	1633667031823265796	2023-03-09T03:12:27.000Z	everyone	['1633667031823265796']	1633528745809043466	[{'type': 'replied_to', 'id': '1633666337225736192'}]	287337262	en	0	1	0	0	1	897971506881232897	
1120	RT @TomFitton: Obama knew. Clinton knew. Biden knew. Comey knew. Brennan knew. McCabe knew. Strzok knew.Clapper knew.Schiff knew.FBI knew.D…	1633667027389890562	2023-03-09T03:12:26.000Z	everyone	['1633667027389890562']	1633667027389890562	[{'type': 'retweeted', 'id': '1633625411845345280'}]	2777168127	en	3315	0	0	0	0		
1121	RT @TomFitton: Obama knew. Clinton knew. Biden knew. Comey knew. Brennan knew. McCabe knew. Strzok knew.Clapper knew.Schiff knew.FBI knew.D…	1633667022629339137	2023-03-09T03:12:24.000Z	everyone	['1633667022629339137']	1633667022629339137	[{'type': 'retweeted', 'id': '1633625411845345280'}]	248783338	en	3315	0	0	0	0		
1122	@johncusack And you don’t realize the corrupt Man in the highest office put him there purposely 🙄 they are all on the same team at the end of the day preserving the Elites ‼️I Mean really who ever had Garland on the radar to be attorney general ? The same people Obama capitulated to 🤬	1633667014500794368	2023-03-09T03:12:22.000Z	everyone	['1633667014500794368']	1633327133631332352	[{'type': 'replied_to', 'id': '1633327133631332352'}]	346676883	en	0	0	0	0	2	17017636	
1123	RT @mrddmia: Unless President Obama gave then-Vice President Biden permission to take these classified records, Biden clearly violated the…	1633667011304644612	2023-03-09T03:12:22.000Z	everyone	['1633667011304644612']	1633667011304644612	[{'type': 'retweeted', 'id': '1633665020096811010'}]	297838721	en	99	0	0	0	0		
1124	RT @TomFitton: Obama knew. Clinton knew. Biden knew. Comey knew. Brennan knew. McCabe knew. Strzok knew.Clapper knew.Schiff knew.FBI knew.D…	1633667009698496512	2023-03-09T03:12:21.000Z	everyone	['1633667009698496512']	1633667009698496512	[{'type': 'retweeted', 'id': '1633625411845345280'}]	774299640	en	3315	0	0	0	0		
1125	@NOELreports Isn’t that what Obama did?	1633667009350336513	2023-03-09T03:12:21.000Z	everyone	['1633667009350336513']	1633529820373032960	[{'type': 'replied_to', 'id': '1633529820373032960'}]	1502163624650952709	en	0	0	0	0	0	1480304164337033217	
1126	"RT @Leslie1776: @OccupyDemocrats Mrs. Obama was not alone! The WORLD broke down ""uncontrollably sobbing"" when Mango Mussolini was inaugurat…"	1633666990874193920	2023-03-09T03:12:17.000Z	everyone	['1633666990874193920']	1633666990874193920	[{'type': 'retweeted', 'id': '1632974498524983297'}]	32613240	en	25	0	0	0	0		
1127	Adavance chips are not used and the chip used in weapons are outdated one by years. It's about the advance schips nd US also did go with their protectionism idea back in 2009 during Obama. It's protectionism. https://t.co/saOro1qDPV	1633666990022983681	2023-03-09T03:12:17.000Z	everyone	['1633666990022983681']	1633666990022983681	[{'type': 'quoted', 'id': '1633563799679811584'}]	860484098351144960	en	0	1	0	0	363		
1128	@pjs0210 @Gerashchenko_en But Trump said that Bush, Obama and Biden have already given parts of Moldova, Georgia and Ukraine to Putin, which also encourages  dictators for annexations and that is clear truth.	1633666987275563009	2023-03-09T03:12:16.000Z	everyone	['1633666987275563009']	1633548657478778882	[{'type': 'replied_to', 'id': '1633619272650850305'}]	1414981818877685760	en	0	0	1	0	91	1294022203114229763	
1129	RT @TomFitton: Obama knew. Clinton knew. Biden knew. Comey knew. Brennan knew. McCabe knew. Strzok knew.Clapper knew.Schiff knew.FBI knew.D…	1633666986994552832	2023-03-09T03:12:16.000Z	everyone	['1633666986994552832']	1633666986994552832	[{'type': 'retweeted', 'id': '1633625411845345280'}]	1511327694872580097	en	3315	0	0	0	0		
1130	RT @mrddmia: Unless President Obama gave then-Vice President Biden permission to take these classified records, Biden clearly violated the…	1633666984377237504	2023-03-09T03:12:15.000Z	everyone	['1633666984377237504']	1633666984377237504	[{'type': 'retweeted', 'id': '1633665020096811010'}]	1526356533478572032	en	99	0	0	0	0		
1131	RT @TomFitton: Obama knew. Clinton knew. Biden knew. Comey knew. Brennan knew. McCabe knew. Strzok knew.Clapper knew.Schiff knew.FBI knew.D…	1633666983622221826	2023-03-09T03:12:15.000Z	everyone	['1633666983622221826']	1633666983622221826	[{'type': 'retweeted', 'id': '1633625411845345280'}]	470690315	en	3315	0	0	0	0		
1132	"RT @LionessDeb19: BEFORE OBAMA, WE HAD 🚫 ISIS
BEFORE OBAMA, WE HAD 🚫 BLM
BEFORE OBAMA, WE HAD 🚫 ANTIFA
BEFORE OBAMA, WE HAD 🚫 WAR ON COPS…"	1633666977917960192	2023-03-09T03:12:14.000Z	everyone	['1633666977917960192']	1633666977917960192	[{'type': 'retweeted', 'id': '1633634953182289926'}]	792660210	en	220	0	0	0	0		
1133	RT @SUBRATA30016572: Melania Trump is a far better First Lady than Jill Biden &amp; Michelle Obama was. Drop a ❤ if you Agree!! https://t.co/p4…	1633666969349107712	2023-03-09T03:12:12.000Z	everyone	['1633666969349107712']	1633666969349107712	[{'type': 'retweeted', 'id': '1633650499647057920'}]	1272220541726965762	en	138	0	0	0	0		
1134	RT @TheWrap: Happy #InternationalWomensDay to all of the strong women who are inspiring generations. From Michelle Obama, Lady Gaga, Michel…	1633666960692215810	2023-03-09T03:12:10.000Z	everyone	['1633666960692215810']	1633666960692215810	[{'type': 'retweeted', 'id': '1633498927252271104'}]	17641403	en	122	0	0	0	0		
1135	RT @EladNehorai: Too many liberals are sleeping on rising fascism because of a few national political wins, just as they did when Obama was…	1633666957852438529	2023-03-09T03:12:09.000Z	everyone	['1633666957852438529']	1633666957852438529	[{'type': 'retweeted', 'id': '1633632434972663808'}]	213847011	en	337	0	0	0	0		
1136	RT @TomFitton: Obama knew. Clinton knew. Biden knew. Comey knew. Brennan knew. McCabe knew. Strzok knew.Clapper knew.Schiff knew.FBI knew.D…	1633666951972110344	2023-03-09T03:12:08.000Z	everyone	['1633666951972110344']	1633666951972110344	[{'type': 'retweeted', 'id': '1633625411845345280'}]	1498820131979419653	en	3315	0	0	0	0		
1137	"RT @GregRubini: BOOM !!   -   Ukraine corruption
John Kerry: ""All of us were trying to get rid of that Prosecutor: me, Joe Biden and Obama""…"	1633666940807049216	2023-03-09T03:12:05.000Z	everyone	['1633666940807049216']	1633666940807049216	[{'type': 'retweeted', 'id': '1320412175421394947'}]	2939902568	en	6757	0	0	0	0		
1138	RT @TomFitton: Obama knew. Clinton knew. Biden knew. Comey knew. Brennan knew. McCabe knew. Strzok knew.Clapper knew.Schiff knew.FBI knew.D…	1633666939942846469	2023-03-09T03:12:05.000Z	everyone	['1633666939942846469']	1633666939942846469	[{'type': 'retweeted', 'id': '1633625411845345280'}]	477935683	en	3315	0	0	0	0		
1139	"RT @JudicialWatch: ""Trump would have been driven out of office by Deep State/Biden/Obama/Clinton gang if Judicial Watch hadn’t taken lead e…"	1633666933341163520	2023-03-09T03:12:03.000Z	everyone	['1633666933341163520']	1633666933341163520	[{'type': 'retweeted', 'id': '1633648806506950656'}]	1493319326056660999	en	105	0	0	0	0		
1140	RT @TheRichFromCali: Michelle and Barack Obama out class Donald and Melania any day, ♥️ if you agree https://t.co/6cUn3ifuS0	1633666925199753222	2023-03-09T03:12:01.000Z	everyone	['1633666925199753222']	1633666925199753222	[{'type': 'retweeted', 'id': '1633486586968166400'}]	752264539748589569	en	772	0	0	0	0		
1141	RT @TheWrap: Happy #InternationalWomensDay to all of the strong women who are inspiring generations. From Michelle Obama, Lady Gaga, Michel…	1633666923765583873	2023-03-09T03:12:01.000Z	everyone	['1633666923765583873']	1633666923765583873	[{'type': 'retweeted', 'id': '1633498927252271104'}]	137899960	en	122	0	0	0	0		
1142	Was Obama the President? What was the cargo the plane was carrying? https://t.co/7RKzHzCPfN	1633666923635552256	2023-03-09T03:12:01.000Z	everyone	['1633666923635552256']	1633666923635552256	[{'type': 'quoted', 'id': '1633513072563298330'}]	1444530221592428544	en	0	0	0	0	9		
1143	RT @SUBRATA30016572: Melania Trump is a far better First Lady than Jill Biden &amp; Michelle Obama was. Drop a ❤ if you Agree!! https://t.co/p4…	1633666907630108672	2023-03-09T03:11:57.000Z	everyone	['1633666907630108672']	1633666907630108672	[{'type': 'retweeted', 'id': '1633650499647057920'}]	1387287119773638659	en	138	0	0	0	0		
1144	RT @Zioinfiltration: Former Obama official is killed as ‘severe turbulence’ rocks plane  https://t.co/TeF1f5vFKV	1633666906308706304	2023-03-09T03:11:57.000Z	everyone	['1633666906308706304']	1633666906308706304	[{'type': 'retweeted', 'id': '1633300556146941952'}]	1131766745222529024	en	2	0	0	0	0		
1145	"How Russian TV producer PRAISED Hunter for joining Burisma board to try and get an interview with Joe: New emails reveal White House was peppered with questions about ethics violations and president's son's cocaine use in 2014 

https://t.co/ECZS9Uuoy0"	1633666898368897028	2023-03-09T03:11:55.000Z	everyone	['1633666898368897028']	1633666898368897028		19426342	en	0	0	0	0	10		
1146	"@AnyafromSaintP Just as our dearest Obama said, Russian economy had been shred to pieces. 😆
Now presenting the most ambitious subway loop. (Must be one of ""them Putin's cartoons"" 😆)"	1633666891318444032	2023-03-09T03:11:53.000Z	everyone	['1633666891318444032']	1633490387087097858	[{'type': 'replied_to', 'id': '1633490387087097858'}]	1627053853983260672	en	0	2	1	0	16	1521491314780651521	
1147	@tedcruz Seek and ye shall find the truth, and Obama's birth certificate, shall make you free at https://t.co/fAm09mNH4i 😎 https://t.co/uoXos4GhBz	1633666887350382594	2023-03-09T03:11:52.000Z	everyone	['1633666887350382594']	1633554559204204546	[{'type': 'replied_to', 'id': '1633554559204204546'}]	1508881676813885443	en	0	0	0	0	0	23022687	
1148	"RT @GeorgePapa19: Just in.

https://t.co/LT5bVEY1BF"	1633666886155026434	2023-03-09T03:11:52.000Z	everyone	['1633666886155026434']	1633666886155026434	[{'type': 'retweeted', 'id': '1633571576095592448'}]	1319054001887903746	en	266	0	0	0	0		
1149	"Coincidence….🤔🧐🤔🧐 there are no coincidences
Former Clinton Official Dies After Jet Turbulence Incident
https://t.co/WEMltbLzfh"	1633666879838453761	2023-03-09T03:11:50.000Z	everyone	['1633666879838453761']	1633666879838453761		857043822781636608	en	0	0	0	0	3		
1150	RT @OccupyDemocrats: BREAKING: Michelle Obama, Amal Clooney, and Melinda French Gates team up like the Avengers to pen an op-ed demanding a…	1633666874687774721	2023-03-09T03:11:49.000Z	everyone	['1633666874687774721']	1633666874687774721	[{'type': 'retweeted', 'id': '1633555456559030272'}]	1282906904172343298	en	748	0	0	0	0		
1151	@MsDisbelief @CandyCoffiee Wow. I didn’t realize that melanoma actually copied Michelle Obama’s speech nearly word-for-word until I saw this. What an idiot.	1633666869449326599	2023-03-09T03:11:48.000Z	everyone	['1633666869449326599']	1633592312503873537	[{'type': 'replied_to', 'id': '1633592312503873537'}]	18467184	en	1	0	1	0	13	1521616130057531392	
1152	You can’t let your failures define you. You have to let your failures teach you.” – Barack Obama	1633666862507769856	2023-03-09T03:11:46.000Z	everyone	['1633666862507769856']	1633666862507769856		1432181752340967427	en	0	0	0	0	0		
1153	RT @TheRichFromCali: Michelle and Barack Obama out class Donald and Melania any day, ♥️ if you agree https://t.co/6cUn3ifuS0	1633666848691564545	2023-03-09T03:11:43.000Z	everyone	['1633666848691564545']	1633666848691564545	[{'type': 'retweeted', 'id': '1633486586968166400'}]	1411661574	en	772	0	0	0	0		
1154	RT @Madonna33572728: Everything is collapsing. Our military has been compromised our department of justice all for this cadaver and chief a…	1633666846023925760	2023-03-09T03:11:42.000Z	everyone	['1633666846023925760']	1633666846023925760	[{'type': 'retweeted', 'id': '1633664928409169921'}]	2951696359	en	2	0	0	0	0		
1155	RT @TheRichFromCali: Michelle and Barack Obama out class Donald and Melania any day, ♥️ if you agree https://t.co/6cUn3ifuS0	1633666845239541760	2023-03-09T03:11:42.000Z	everyone	['1633666845239541760']	1633666845239541760	[{'type': 'retweeted', 'id': '1633486586968166400'}]	859834863645597697	en	772	0	0	0	0		
1156	RT @LeaveHeardAlone: It’s giving Trump asking to see Obama’s birth certificate vibes. https://t.co/HeCLv2g8qG	1633666843519975424	2023-03-09T03:11:42.000Z	everyone	['1633666843519975424']	1633666843519975424	[{'type': 'retweeted', 'id': '1633660258605232129'}]	1501663637013991427	en	1	0	0	0	0		
1157	RT @TomFitton: Obama knew. Clinton knew. Biden knew. Comey knew. Brennan knew. McCabe knew. Strzok knew.Clapper knew.Schiff knew.FBI knew.D…	1633666842337181696	2023-03-09T03:11:41.000Z	everyone	['1633666842337181696']	1633666842337181696	[{'type': 'retweeted', 'id': '1633625411845345280'}]	1040795982	en	3315	0	0	0	0		
1158	@KeithOlbermann Who cares it’s not a popularity contest it’s the Thad being done! I’m sorry but I’ve been struggling to afford gas, groceries and my check gets taxed so bad. My life was way better when Trump was president. Obama started the division 8 yeas he never tried .	1633666842123464704	2023-03-09T03:11:41.000Z	everyone	['1633666842123464704']	1633331962197979136	[{'type': 'replied_to', 'id': '1633331962197979136'}]	1594073696922050561	en	0	0	0	0	1	130617778	
1159	RT @JermynMan: If Joe Biden had one ounce of decency he would pardon the Shaman who was wringing convicted as arm and dangerous J6. Of cour…	1633666841712238592	2023-03-09T03:11:41.000Z	everyone	['1633666841712238592']	1633666841712238592	[{'type': 'retweeted', 'id': '1633647871999238149'}]	2269858756	en	9	0	0	0	0		
1160	RT @greg_price11: The wife of Jack Smith, the special counsel appointed by the DOJ to go after President Trump was not only a donor to Joe…	1633666839430725637	2023-03-09T03:11:41.000Z	everyone	['1633666839430725637']	1633666839430725637	[{'type': 'retweeted', 'id': '1594799440111575041'}]	1597719163740377088	en	4148	0	0	0	0		
1161	"RT @GregRubini: @mtaibbi Oh look: CIA, NSA, FBI, DHS, ODNI, DARPA...
what a surprise...

By the way: Barack Obama is a puppet of the CIA.
D…"	1633666836452773888	2023-03-09T03:11:40.000Z	everyone	['1633666836452773888']	1633666836452773888	[{'type': 'retweeted', 'id': '1631343063133036574'}]	1603069949769297920	en	66	0	0	0	0		
1162	RT @TomFitton: Obama knew. Clinton knew. Biden knew. Comey knew. Brennan knew. McCabe knew. Strzok knew.Clapper knew.Schiff knew.FBI knew.D…	1633666835294896129	2023-03-09T03:11:40.000Z	everyone	['1633666835294896129']	1633666835294896129	[{'type': 'retweeted', 'id': '1633625411845345280'}]	1594508049003192323	en	3315	0	0	0	0		
1163	RT @TomFitton: Obama knew. Clinton knew. Biden knew. Comey knew. Brennan knew. McCabe knew. Strzok knew.Clapper knew.Schiff knew.FBI knew.D…	1633666827841597444	2023-03-09T03:11:38.000Z	everyone	['1633666827841597444']	1633666827841597444	[{'type': 'retweeted', 'id': '1633625411845345280'}]	1563289878523064322	en	3315	0	0	0	0		
1164	RT @TomFitton: Obama knew. Clinton knew. Biden knew. Comey knew. Brennan knew. McCabe knew. Strzok knew.Clapper knew.Schiff knew.FBI knew.D…	1633666826407227393	2023-03-09T03:11:38.000Z	everyone	['1633666826407227393']	1633666826407227393	[{'type': 'retweeted', 'id': '1633625411845345280'}]	1589781030776586240	en	3315	0	0	0	0		
1165	"RT @GregRubini: 1. ERIC CIARAM3LLA is involved in much darker things than you can imagine.
[THREAD]
Joe Biden, John Brennan, &amp; Barack Obama…"	1633666815128682498	2023-03-09T03:11:35.000Z	everyone	['1633666815128682498']	1633666815128682498	[{'type': 'retweeted', 'id': '1223001808827797516'}]	244040730	en	12431	0	0	0	0		
1166	@i_sing_my_heart Are the Dems prepping the battlefield for Michael Robinson's Presidential run as Michelle Obama?	1633666813459300356	2023-03-09T03:11:35.000Z	everyone	['1633666813459300356']	1633656331541331975	[{'type': 'replied_to', 'id': '1633656331541331975'}]	1418411092070514690	en	0	0	1	0	3	3369390345	
1167	RT @TomFitton: Obama knew. Clinton knew. Biden knew. Comey knew. Brennan knew. McCabe knew. Strzok knew.Clapper knew.Schiff knew.FBI knew.D…	1633666813006413824	2023-03-09T03:11:34.000Z	everyone	['1633666813006413824']	1633666813006413824	[{'type': 'retweeted', 'id': '1633625411845345280'}]	1556807002189434898	en	3315	0	0	0	0		
1168	RT @TomFitton: Obama knew. Clinton knew. Biden knew. Comey knew. Brennan knew. McCabe knew. Strzok knew.Clapper knew.Schiff knew.FBI knew.D…	1633666812364615681	2023-03-09T03:11:34.000Z	everyone	['1633666812364615681']	1633666812364615681	[{'type': 'retweeted', 'id': '1633625411845345280'}]	1454083357902614536	en	3315	0	0	0	0		
1169	Barack Obama the former President of the US I would be honoured if you &amp; others former President were part of the legal team reviewing my family law file	1633666792198422531	2023-03-09T03:11:29.000Z	everyone	['1633666792198422531']	1633666792198422531		1316788161197019138	en	0	0	0	0	1		
1170	RT @mrddmia: Unless President Obama gave then-Vice President Biden permission to take these classified records, Biden clearly violated the…	1633666792177680386	2023-03-09T03:11:29.000Z	everyone	['1633666792177680386']	1633666792177680386	[{'type': 'retweeted', 'id': '1633665020096811010'}]	1519903129176662016	en	99	0	0	0	0		
1171	@johnburky @MullicaMichelle @AliceOllstein @GavinNewsom @Walgreens @GovRonDeSantis @IAGovernor Lol... This is what happens when Obama gave retards phones. They are jobless, unable to comprehend and just spew nonsense from their phones all day. She is too far gone bro.	1633666791250743299	2023-03-09T03:11:29.000Z	everyone	['1633666791250743299']	1633589096047345664	[{'type': 'replied_to', 'id': '1633653662613479427'}]	1971956906	en	0	0	0	0	2	1615466860039872513	
1172	Obama? day ruined	1633666790084714496	2023-03-09T03:11:29.000Z	everyone	['1633666790084714496']	1633666790084714496		1184603438107234305	en	0	0	0	0	0		
1173	RT @TomFitton: Obama knew. Clinton knew. Biden knew. Comey knew. Brennan knew. McCabe knew. Strzok knew.Clapper knew.Schiff knew.FBI knew.D…	1633666784879583233	2023-03-09T03:11:28.000Z	everyone	['1633666784879583233']	1633666784879583233	[{'type': 'retweeted', 'id': '1633625411845345280'}]	1601390466049531904	en	3315	0	0	0	0		
1174	@elonmusk Seek and ye shall find the truth, and Obama's birth certificate, shall make you free at https://t.co/fAm09mNH4i 😎 https://t.co/uoXos4GhBz	1633666780705988609	2023-03-09T03:11:27.000Z	everyone	['1633666780705988609']	1633587625092169730	[{'type': 'replied_to', 'id': '1633587625092169730'}]	1508881676813885443	en	0	0	0	0	0	44196397	
1175	"@FBI @FBIAtlanta Same as: #intentionalCsection
Obama/Biden matched my daughters birthdate to the same day #Gaddafi was killed. To put her future in danger. 
12 Ponder Lane 11756
The duplicated the house, &amp; used wire tapping to steer a child #3 age 11 into a man's dick. He was returning a book."	1633666780580249603	2023-03-09T03:11:27.000Z	everyone	['1633666780580249603']	1633633820032503809	[{'type': 'replied_to', 'id': '1633633820032503809'}]	1482218052582318082	en	0	0	0	0	4	17629860	
1176	RT @paulsperry_: No, @KenBurns of PBS didn't pump more than $30,000 into Biden's campaign just b/c he hated President Trump. He also gave t…	1633666776989835265	2023-03-09T03:11:26.000Z	everyone	['1633666776989835265']	1633666776989835265	[{'type': 'retweeted', 'id': '1633619640315150339'}]	1346996321195073536	en	268	0	0	0	0		
1177	Where is Durham! Obama, Hillary &amp; Biden Knew About Fake Russiagate Scand... https://t.co/mV7Jf6JuYp via @YouTube	1633666775421165568	2023-03-09T03:11:25.000Z	everyone	['1633666775421165568']	1633666775421165568		1052863654687838209	en	0	0	0	0	1		
1178	RT @TomFitton: Obama knew. Clinton knew. Biden knew. Comey knew. Brennan knew. McCabe knew. Strzok knew.Clapper knew.Schiff knew.FBI knew.D…	1633666770220339201	2023-03-09T03:11:24.000Z	everyone	['1633666770220339201']	1633666770220339201	[{'type': 'retweeted', 'id': '1633625411845345280'}]	1519761099117146112	en	3315	0	0	0	0		
1179	@Marcnick03 @ClintonFdn @HillaryClinton @ClintonCenter Correction: U.S. is evil. Bush, Obama, Hillary, Biden...no matter...all evil toward Haiti b/c the empire is evil.	1633666765237411840	2023-03-09T03:11:23.000Z	everyone	['1633666765237411840']	1633545186369507328	[{'type': 'replied_to', 'id': '1633656156047519744'}]	1042750850203103232	en	0	1	0	0	11	343781338	
1180	How Russian TV producer PRAISED Hunter for joining Burisma board to try and get an interview with Joe: New emails reveal White House was peppered with questions about ethics violations and president's son's cocaine use in 2014 https://t.co/TW7EfY0Wwj	1633666765036109827	2023-03-09T03:11:23.000Z	everyone	['1633666765036109827']	1633666765036109827		1519543950985601024	en	0	0	0	0	7		
1181	@1Cybernaut @CollinRugg The history is that Barack Obama was born in 1961 in Honolulu, Hawaii.  His birth was registered in the state at the time.  In 2011, Loretta Fuddy authorized removal of that registration from state archives.	1633666762322444289	2023-03-09T03:11:22.000Z	everyone	['1633666762322444289']	1633470219720200193	[{'type': 'replied_to', 'id': '1633666333895188485'}]	520817923	en	0	1	0	0	2	757395162620391424	
1182	RT @mrddmia: Unless President Obama gave then-Vice President Biden permission to take these classified records, Biden clearly violated the…	1633666758132260866	2023-03-09T03:11:21.000Z	everyone	['1633666758132260866']	1633666758132260866	[{'type': 'retweeted', 'id': '1633665020096811010'}]	704306986322685952	en	99	0	0	0	0		
1183	"RT @GregRubini: 1. ERIC CIARAM3LLA is involved in much darker things than you can imagine.
[THREAD]
Joe Biden, John Brennan, &amp; Barack Obama…"	1633666751542992897	2023-03-09T03:11:20.000Z	everyone	['1633666751542992897']	1633666751542992897	[{'type': 'retweeted', 'id': '1223001808827797516'}]	71185034	en	12431	0	0	0	0		
1184	RT @TomFitton: Obama knew. Clinton knew. Biden knew. Comey knew. Brennan knew. McCabe knew. Strzok knew.Clapper knew.Schiff knew.FBI knew.D…	1633666751417266176	2023-03-09T03:11:20.000Z	everyone	['1633666751417266176']	1633666751417266176	[{'type': 'retweeted', 'id': '1633625411845345280'}]	1362869681468690435	en	3315	0	0	0	0		
1185	"@joser290 @granmanh @lizpeek @TuckerCarlson @FoxNews Own? Look that word up. TFG had house &amp; senate just a few years ago. Just some GOP leftovers that we’re going to defeat in next few cycles. Yur all caught up. 
As far as that lady with an HRC Obama obsession: loved worldwide, not a single charge brought. Ever! RonD is yur boy now"	1633666749781667841	2023-03-09T03:11:19.000Z	everyone	['1633666749781667841']	1632723985963143169	[{'type': 'replied_to', 'id': '1632758223378718720'}]	32339318	en	0	0	0	0	6	2418179106	
1186	"@RjbRocklin @WatcherGuru It's not him.
It is Obama and the Democrats, and probably a lot of Republicans."	1633666747751362565	2023-03-09T03:11:19.000Z	everyone	['1633666747751362565']	1633630034282835969	[{'type': 'replied_to', 'id': '1633662188689977344'}]	15236949	en	0	0	0	0	6	1311093547160936448	
1187	@BillKristol BS. Obama was equally authoritarian using executive orders to get his way	1633666745415155712	2023-03-09T03:11:18.000Z	everyone	['1633666745415155712']	1633456124186832896	[{'type': 'replied_to', 'id': '1633456124186832896'}]	962011452000186369	en	0	0	0	0	0	2800581040	ecb63eb9d9d83b31
1188	RT @matjendav4: No!  Never!  Don’t even think about it! ~ ~ Michelle Obama for POTUS in 2024 https://t.co/s9DD86W17k https://t.co/heYY2q6pep	1633666740671348738	2023-03-09T03:11:17.000Z	everyone	['1633666740671348738']	1633666740671348738	[{'type': 'retweeted', 'id': '1633457812406939650'}]	1493994606568030215	en	89	0	0	0	0		
1189	RT @TomFitton: Obama knew. Clinton knew. Biden knew. Comey knew. Brennan knew. McCabe knew. Strzok knew.Clapper knew.Schiff knew.FBI knew.D…	1633666739299835906	2023-03-09T03:11:17.000Z	everyone	['1633666739299835906']	1633666739299835906	[{'type': 'retweeted', 'id': '1633625411845345280'}]	348803108	en	3315	0	0	0	0		
1190	"Pretty powerful when you can KiLl someone and make it look like plane turbulence. 

Former Clinton Official Dies After Jet Turbulence Incident https://t.co/cE5ZB4xCq4"	1633666735654961154	2023-03-09T03:11:16.000Z	everyone	['1633666735654961154']	1633666735654961154		1594333406996975618	en	0	1	0	0	7		
1191	"RT @DerrickEvans_WV: Ever wondered what it would be like if Obama had a 3rd term? 

We are unfortunately living that nightmare."	1633666735063592961	2023-03-09T03:11:16.000Z	everyone	['1633666735063592961']	1633666735063592961	[{'type': 'retweeted', 'id': '1633652079557238787'}]	58450936	en	76	0	0	0	0		
1192	@BBCWorld Seek and ye shall find the truth, and Obama's birth certificate, shall make you free at https://t.co/fAm09mNH4i 😎 https://t.co/uoXos4GhBz	1633666730340802562	2023-03-09T03:11:15.000Z	everyone	['1633666730340802562']	1633321156651491328	[{'type': 'replied_to', 'id': '1633321156651491328'}]	1508881676813885443	en	0	0	0	0	0	742143	
1193	"RT @GregRubini: BOOM !!   -   Ukraine corruption
John Kerry: ""All of us were trying to get rid of that Prosecutor: me, Joe Biden and Obama""…"	1633666722803720194	2023-03-09T03:11:13.000Z	everyone	['1633666722803720194']	1633666722803720194	[{'type': 'retweeted', 'id': '1320412175421394947'}]	1312999233335721986	en	6757	0	0	0	0		
1194	"RT @RickyDoggin: Remember when everyone survived a plane crash but the person who was in charge of Obama's birth certificate?

What an incr…"	1633666719746080768	2023-03-09T03:11:12.000Z	everyone	['1633666719746080768']	1633666719746080768	[{'type': 'retweeted', 'id': '1633489114908725252'}]	29234408	en	606	0	0	0	0		
1195	RT @YoungDeplorable: He's not being 💯% honest.  'Gain of Function' created in Level 4 &amp; 5 Labs in U.S. was moved by Fauci &amp; Redfield with O…	1633666718966091776	2023-03-09T03:11:12.000Z	everyone	['1633666718966091776']	1633666718966091776	[{'type': 'retweeted', 'id': '1633638433821274115'}]	4187791701	en	1	0	0	0	0		
1196	RT @TheRichFromCali: Michelle and Barack Obama out class Donald and Melania any day, ♥️ if you agree https://t.co/6cUn3ifuS0	1633666716231413760	2023-03-09T03:11:11.000Z	everyone	['1633666716231413760']	1633666716231413760	[{'type': 'retweeted', 'id': '1633486586968166400'}]	1485709177989128192	en	772	0	0	0	0		
1197	"RT @GregRubini: BOOM !!   -   Ukraine corruption
John Kerry: ""All of us were trying to get rid of that Prosecutor: me, Joe Biden and Obama""…"	1633666715295858689	2023-03-09T03:11:11.000Z	everyone	['1633666715295858689']	1633666715295858689	[{'type': 'retweeted', 'id': '1320412175421394947'}]	576586856	en	6757	0	0	0	0		
1198	RT @TheRichFromCali: Michelle and Barack Obama out class Donald and Melania any day, ♥️ if you agree https://t.co/6cUn3ifuS0	1633666712624336896	2023-03-09T03:11:11.000Z	everyone	['1633666712624336896']	1633666712624336896	[{'type': 'retweeted', 'id': '1633486586968166400'}]	1610874913551978498	en	772	0	0	0	0		
1199	RT @mrddmia: Unless President Obama gave then-Vice President Biden permission to take these classified records, Biden clearly violated the…	1633666705787432965	2023-03-09T03:11:09.000Z	everyone	['1633666705787432965']	1633666705787432965	[{'type': 'retweeted', 'id': '1633665020096811010'}]	1348797673252528130	en	99	0	0	0	0		
