	lang	reply_settings	author_id	created_at	referenced_tweets	conversation_id	id	text	edit_history_tweet_ids	public_metrics.retweet_count	public_metrics.reply_count	public_metrics.like_count	public_metrics.quote_count	public_metrics.impression_count	in_reply_to_user_id	geo.place_id
228	en	everyone	1544296863586721793	2023-03-09T02:24:11.000Z	[{'type': 'retweeted', 'id': '1633600197602476033'}]	1633654887035596800	1633654887035596800	RT @OccupyDemocrats: BREAKING: The GOP campaign aide who accused MAGA Republican heavyweight Matt Schlapp of sexual battery comes forward t…	['1633654887035596800']	665	0	0	0	0		
229	en	everyone	1088576824915812352	2023-03-09T02:24:10.000Z	[{'type': 'retweeted', 'id': '1633545031121350656'}]	1633654883806240768	1633654883806240768	"RT @benwikler: 🚨 RED ALERT: A MAGA PAC just reserved $3.2 million in TV ads for the April 4 Wisconsin Supreme Court race.

For the next two…"	['1633654883806240768']	1324	0	0	0	0		
230	en	everyone	1594337835267592197	2023-03-09T02:24:09.000Z	[{'type': 'retweeted', 'id': '1633518559342075920'}]	1633654878286364673	1633654878286364673	RT @Antman0528: Ask yourself this question. Why are the Democrats, the media, @Liz_Cheney &amp; @AdamKinzinger working so hard to protect Ray E…	['1633654878286364673']	328	0	0	0	0		
231	en	everyone	1615187645969141760	2023-03-09T02:24:08.000Z	[{'type': 'retweeted', 'id': '1633654658190446594'}]	1633654872481619969	1633654872481619969	RT @The_Daily_Minds: @tjlpp6238 @Oliveira_G1990 @nanahendrix66 @USAPat4DJT @MAGA__Patriot @JanetTX_Blessed @lida_bellmer @DanelleTyler2 @lf…	['1633654872481619969']	1	0	0	0	0		
232	en	everyone	240963487	2023-03-09T02:24:07.000Z	[{'type': 'retweeted', 'id': '1633546143337680897'}]	1633654871596625920	1633654871596625920	RT @OccupyDemocrats: BREAKING: MAGA Gov. Sarah Huckabee Sanders is set to roll back child labor protections by signing a law to remove the…	['1633654871596625920']	2424	0	0	0	0		
233	en	everyone	2437761697	2023-03-09T02:24:06.000Z	[{'type': 'retweeted', 'id': '1633545604516151296'}]	1633654864789078017	1633654864789078017	"RT @tribelaw: Ethics probe? 

How about charging the dude with stealing federal property and making illegal political contributions to MAGA…"	['1633654864789078017']	864	0	0	0	0		
234	en	everyone	1951985124	2023-03-09T02:24:06.000Z	[{'type': 'replied_to', 'id': '1633434432806739970'}]	1633434432806739970	1633654864244002821	"@lavern_spicer Hey Lavern, the reason why the GOP/MAGA in Congress won't start ""Impeachment hearings"" is because they don't have any evidence of criminal activity and they know they won't find any criminal activity by your President Biden! You know they're fundraising off their lies!"	['1633654864244002821']	0	0	0	0	1	1187835922118787073	
235	en	everyone	1179963268636405760	2023-03-09T02:24:05.000Z	[{'type': 'retweeted', 'id': '1633444947352330241'}]	1633654861698052096	1633654861698052096	RT @JonathanTurley: The Fox footage raises new questions about the Chansley case and whether the length of his sentence was more about his…	['1633654861698052096']	442	0	0	0	0		
236	en	everyone	153095829	2023-03-09T02:24:03.000Z	[{'type': 'replied_to', 'id': '1633638140639432705'}]	1633464874973159424	1633654852898152449	@WolfiePA1961 @Sonia38472650 @blueboogerman @catturd2 Nope. He lost. There isn’t a single scrap of evidence to support a stolen election. Pillow still hasn’t proved anything. Dinesh hasn’t proven anything. MTG and the MAGA reps haven’t proven anything. DOJ 1000 45 zero.	['1633654852898152449']	0	0	0	0	1	1517590023679488000	
237	en	everyone	787124262373122048	2023-03-09T02:24:03.000Z	[{'type': 'retweeted', 'id': '1633569264488820736'}]	1633654852042514432	1633654852042514432	RT @OccupyDemocrats: BREAKING: Speaker Kevin McCarthy spits in the face of Ukraine's heroic President Zelensky by refusing his invitation t…	['1633654852042514432']	706	0	0	0	0		
238	en	everyone	15363337	2023-03-09T02:24:02.000Z		1633654850365063169	1633654850365063169	Poll rant: I will absolutely eat Todd Muller's MAGA hat if the Greens get less than 7%, that's just Curia being dumbass margin of error dudes. Also Winston is going to get 4% and all those votes will be wasted. IN ANY CASE SUCK IT LUXO EVERYONE THINKS YOU'RE A PLANK	['1633654850365063169']	0	1	1	0	45		
239	en	everyone	100825780	2023-03-09T02:24:01.000Z	[{'type': 'retweeted', 'id': '1633563211176787970'}]	1633654845491269632	1633654845491269632	"RT @Peoples_Pundit: @etheldredamg Absolutely. The ""New Right"" (as I often say) or ""MAGA"" is more young and more ethnically diverse compared…"	['1633654845491269632']	29	0	0	0	0		
240	en	everyone	1068348619516915713	2023-03-09T02:23:58.000Z	[{'type': 'replied_to', 'id': '1633632289656647681'}]	1633632289656647681	1633654830961942529	"@auroratracy0621 THE D.C PROTESTERS ARE ALL HEROES
FREE THE JAN6ERS POLITICAL PRISONERS FROM the DC GULAG ""MAGA PATRIOT 's"""	['1633654830961942529']	0	0	0	0	1	37021555	
241	en	everyone	152730443	2023-03-09T02:23:56.000Z	[{'type': 'retweeted', 'id': '1633550215633596416'}]	1633654822791421952	1633654822791421952	RT @1zzyzyx1: Will these MAGA Republicans ever want to actually govern and help the American people?  Here is @MaxwellFrostFL owning them i…	['1633654822791421952']	144	0	0	0	0		
242	en	everyone	42834939	2023-03-09T02:23:55.000Z	[{'type': 'retweeted', 'id': '1631217934121959424'}]	1633654820535164928	1633654820535164928	"RT @saltinesnack: 🤣🤣🤣🤣🤣🤣🤣🤣 I love her. She triggers the libtards harrrrd. 

“It’s ultra MAGA.”

 https://t.co/pvKjeK35RF"	['1633654820535164928']	43	0	0	0	0		
243	en	everyone	1549651490	2023-03-09T02:23:55.000Z	[{'type': 'retweeted', 'id': '1633598051045588999'}]	1633654817661886470	1633654817661886470	RT @cardon_brian: Jamie Raskin (D-MD) #Fresh out of fucks to give calls out the nihilistic, Orwellian Ultra Maga Republicans and I am here…	['1633654817661886470']	221	0	0	0	0		
244	en	everyone	1241572323867521024	2023-03-09T02:23:54.000Z	[{'type': 'retweeted', 'id': '1633622985033523208'}]	1633654815174856704	1633654815174856704	"RT @TommasinaResist: Mississippi! Support @BrandonPresley for governor. You can do so much better than MAGA! 
#FreshResists
#DemVoice1"	['1633654815174856704']	45	0	0	0	0		
245	en	everyone	2196170113	2023-03-09T02:23:53.000Z	[{'type': 'retweeted', 'id': '1633546143337680897'}]	1633654809491542016	1633654809491542016	RT @OccupyDemocrats: BREAKING: MAGA Gov. Sarah Huckabee Sanders is set to roll back child labor protections by signing a law to remove the…	['1633654809491542016']	2424	0	0	0	0		
246	en	everyone	1232163611776294912	2023-03-09T02:23:52.000Z	[{'type': 'retweeted', 'id': '1633530595572842496'}]	1633654807394123778	1633654807394123778	"RT @TheRickWilson: They're captives of in the MAGA madhouse they created, just as the GOP is a captive to the base.

Both organizations liv…"	['1633654807394123778']	152	0	0	0	0		
247	en	everyone	149598096	2023-03-09T02:23:52.000Z	[{'type': 'retweeted', 'id': '1633603480903626752'}]	1633654805313798144	1633654805313798144	RT @OccupyDemocrats: If you’re impressed that the GOP campaign aide who accused MAGA heavyweight Matt Schlapp of sexual battery just came f…	['1633654805313798144']	44	0	0	0	0		
248	en	everyone	1579720363318988800	2023-03-09T02:23:50.000Z	[{'type': 'retweeted', 'id': '1633621571205050369'}]	1633654799093870593	1633654799093870593	RT @leslibless: Here is Antifa changing their clothes into the ‘MAGA look’ on J6! https://t.co/LKI3QzLUQi	['1633654799093870593']	577	0	0	0	0		
249	en	everyone	1515843877348917254	2023-03-09T02:23:50.000Z	[{'type': 'retweeted', 'id': '1633631418117963778'}]	1633654798087229441	1633654798087229441	RT @lalajames2022: MAGA are domestic terrorists.	['1633654798087229441']	14	0	0	0	0		
250	en	everyone	1482441621488775172	2023-03-09T02:23:49.000Z	[{'type': 'retweeted', 'id': '1633540509518946316'}]	1633654795968958470	1633654795968958470	"RT @BarryBleunNila2: I do enjoy watching Katie Porter educate the witnesses MAGA Republicans present to her. 
#wtpBLUE #DemVoice1"	['1633654795968958470']	92	0	0	0	0		
251	en	everyone	266848146	2023-03-09T02:23:49.000Z	[{'type': 'retweeted', 'id': '1633569264488820736'}]	1633654792601096193	1633654792601096193	RT @OccupyDemocrats: BREAKING: Speaker Kevin McCarthy spits in the face of Ukraine's heroic President Zelensky by refusing his invitation t…	['1633654792601096193']	706	0	0	0	0		
252	en	everyone	2940166051	2023-03-09T02:23:48.000Z	[{'type': 'replied_to', 'id': '1633440531559612416'}]	1633440531559612416	1633654790583640064	@catturd2 LMAO the MAGA traitors are imploding! 🤣😂🤣	['1633654790583640064']	0	0	0	0	2	1043185714437992449	
253	en	everyone	815031060303970304	2023-03-09T02:23:48.000Z	[{'type': 'replied_to', 'id': '1633653982995312640'}]	1633517809958531072	1633654790491103239	@Sally718068071 @tedlieu LOL. Lieu trying to call MAGA folks stupid. You better look at your liberal voters for that title. Plus I will never listen to people like you Lieu!	['1633654790491103239']	0	0	0	0	0	1427290267363708936	
254	en	everyone	1248029941	2023-03-09T02:23:48.000Z	[{'type': 'retweeted', 'id': '1633573309819523073'}]	1633654788515848192	1633654788515848192	RT @POTUS: If MAGA Republicans in Congress get their way, 40 million Americans could lose health coverage. https://t.co/aaMt2K3NBP	['1633654788515848192']	834	0	0	0	0		
255	en	everyone	176143558	2023-03-09T02:23:46.000Z	[{'type': 'retweeted', 'id': '1633559590792044546'}]	1633654783071617024	1633654783071617024	RT @jean_yoon: I don't believe a word that comes out of PP's filthy mouth about election integrity or foreign interference bc for years I'v…	['1633654783071617024']	113	0	0	0	0		
256	en	everyone	1563840878141181953	2023-03-09T02:23:46.000Z	[{'type': 'retweeted', 'id': '1633197453695483911'}]	1633654782085693441	1633654782085693441	RT @nothyphenated: #NAFOfellas in need of maga material... https://t.co/RmcdNa5wxi	['1633654782085693441']	22	0	0	0	0		
257	en	everyone	1473075894633783296	2023-03-09T02:23:46.000Z	[{'type': 'retweeted', 'id': '1633575645581307904'}]	1633654782022787072	1633654782022787072	"RT @OccupyDemocrats: BREAKING: Former GOP Rep. Liz Cheney says ""bring it on"" to rumors that MAGA Republicans plan to launch their own inves…"	['1633654782022787072']	813	0	0	0	0		
258	en	everyone	49175397	2023-03-09T02:23:46.000Z	[{'type': 'retweeted', 'id': '1633545139569262593'}]	1633654781045620736	1633654781045620736	RT @GramG46133627: Judge Carl Nichols unsealed bench warrants for Olivia Pollock &amp; Joseph Hutchinson of Florida who are accused of multiple…	['1633654781045620736']	23	0	0	0	0		
259	en	everyone	1497361007899025417	2023-03-09T02:23:45.000Z	[{'type': 'retweeted', 'id': '1633546143337680897'}]	1633654778763911175	1633654778763911175	RT @OccupyDemocrats: BREAKING: MAGA Gov. Sarah Huckabee Sanders is set to roll back child labor protections by signing a law to remove the…	['1633654778763911175']	2424	0	0	0	0		
260	en	everyone	1479232107885043712	2023-03-09T02:23:45.000Z	[{'type': 'replied_to', 'id': '1633645256469098498'}]	1633590641023234050	1633654777413337088	"@RobRmartinez126 @DC_Draino Insurrection, seditious conspiracy...call it what you want.

I call it 'fuck around and find out' for MAGA trash. https://t.co/ff1n6Cc73O"	['1633654777413337088']	0	0	0	0	4	2886409402	
261	en	everyone	738233911709339648	2023-03-09T02:23:45.000Z	[{'type': 'retweeted', 'id': '1633515536851116041'}]	1633654777337790464	1633654777337790464	RT @LePapillonBlu2: Oh, lookie. Maga-republicans are panicking about TikTok, but they aren’t worried about the biggest domestic terrorist t…	['1633654777337790464']	33	0	0	0	0		
262	en	everyone	1329164237349003268	2023-03-09T02:23:45.000Z	[{'type': 'replied_to', 'id': '1633210024326471680'}]	1633166440043012097	1633654777220419586	@memphis_grit @SueZieCue @SteveRobTexas You maga's are seriously sick for comparing George Floyd killing to an insurrectionist. She deserved it PERIOD!	['1633654777220419586']	0	0	0	0	1	1358966166182576128	
263	en	everyone	893888028866998273	2023-03-09T02:23:45.000Z	[{'type': 'quoted', 'id': '1633606112594501637'}]	1633654776196988936	1633654776196988936	And these filthy rich Lawmakers are loving every minute of it!  lololol Stupid American (R) supporters are a dime a dozen footing their MAGA bill laundering dark money from 15,000 DC Lobbyists lined up to dish out $$$ at their back door!!! https://t.co/yfvi2kvlN3 https://t.co/Oq0ULcmCpl	['1633654776196988936']	0	0	0	0	0		
264	en	everyone	1548458402	2023-03-09T02:23:44.000Z	[{'type': 'retweeted', 'id': '1633594723561766914'}]	1633654772824961025	1633654772824961025	RT @stickyfacts: @CryptidPolitics Are you and President Wannabes so delusional to believe that your attempts to disparage Our President Tru…	['1633654772824961025']	3	0	0	0	0		
265	en	everyone	944620818465636354	2023-03-09T02:23:44.000Z	[{'type': 'retweeted', 'id': '1633546143337680897'}]	1633654772375904257	1633654772375904257	RT @OccupyDemocrats: BREAKING: MAGA Gov. Sarah Huckabee Sanders is set to roll back child labor protections by signing a law to remove the…	['1633654772375904257']	2424	0	0	0	0		
266	en	everyone	1519009036242411520	2023-03-09T02:23:42.000Z	[{'type': 'retweeted', 'id': '1633621571205050369'}]	1633654766797479936	1633654766797479936	RT @leslibless: Here is Antifa changing their clothes into the ‘MAGA look’ on J6! https://t.co/LKI3QzLUQi	['1633654766797479936']	577	0	0	0	0		
267	en	everyone	526035520	2023-03-09T02:23:42.000Z	[{'type': 'retweeted', 'id': '1633518559342075920'}]	1633654766529028096	1633654766529028096	RT @Antman0528: Ask yourself this question. Why are the Democrats, the media, @Liz_Cheney &amp; @AdamKinzinger working so hard to protect Ray E…	['1633654766529028096']	328	0	0	0	0		
268	en	everyone	961434958949769216	2023-03-09T02:23:42.000Z	[{'type': 'retweeted', 'id': '1633467369187319812'}]	1633654765019176961	1633654765019176961	RT @ZaleskiLuke: Current MAGA position on this is it never happened, was incited by the FBI, Nancy did it, the insurrectionists are heroes,…	['1633654765019176961']	103	0	0	0	0		
269	en	everyone	1629168286960328704	2023-03-09T02:23:42.000Z	[{'type': 'retweeted', 'id': '1633569264488820736'}]	1633654764591525888	1633654764591525888	RT @OccupyDemocrats: BREAKING: Speaker Kevin McCarthy spits in the face of Ukraine's heroic President Zelensky by refusing his invitation t…	['1633654764591525888']	706	0	0	0	0		
270	en	everyone	581375677	2023-03-09T02:23:40.000Z	[{'type': 'retweeted', 'id': '1633613632960598016'}]	1633654755355443202	1633654755355443202	RT @BigBlueWaveUSA: @donwinslow @mmpadellan @TwitterSupport This is true. I’ve been following @donwinslow a long time. Before Elon, I would…	['1633654755355443202']	32	0	0	0	0		
271	en	everyone	517946537	2023-03-09T02:23:39.000Z	[{'type': 'retweeted', 'id': '1629534539046420480'}]	1633654750926217218	1633654750926217218	RT @LisaWolfe: @DianaCialino He has to be delusional to think he would ever be POTUS. MAGA doesn't like him and the rest of us would never…	['1633654750926217218']	0	0	0	0	0		
272	en	everyone	56312000	2023-03-09T02:23:36.000Z	[{'type': 'replied_to', 'id': '1633631938295771136'}]	1633631938295771136	1633654742025994240	@EliseStefanik No, the Biden Administration doesn't have to do no such thing. They're reasonable people, not rabid MAGA cult members...	['1633654742025994240']	0	0	0	0	3	109579534	
273	en	everyone	891119774327091200	2023-03-09T02:23:36.000Z	[{'type': 'retweeted', 'id': '1633546143337680897'}]	1633654741430403073	1633654741430403073	RT @OccupyDemocrats: BREAKING: MAGA Gov. Sarah Huckabee Sanders is set to roll back child labor protections by signing a law to remove the…	['1633654741430403073']	2424	0	0	0	0		
274	en	everyone	1001646398494752769	2023-03-09T02:23:35.000Z		1633654736259010560	1633654736259010560	"You have to see his tweets too. They suck ass!
https://t.co/LkYSujVQFP"	['1633654736259010560']	0	0	0	0	0		
275	en	everyone	782236270323834880	2023-03-09T02:23:35.000Z	[{'type': 'retweeted', 'id': '1633624062609043458'}]	1633654734631608320	1633654734631608320	RT @QuackersNCheese: That uptick fellas have been experiencing in bots infesting Twitter? Here's an article about MAGA bots from PBS. Possi…	['1633654734631608320']	6	0	0	0	0		
276	en	everyone	2955324064	2023-03-09T02:23:34.000Z	[{'type': 'replied_to', 'id': '1633647397401141253'}]	1633619232612143104	1633654731712385025	@Dnice2856 @joma_gc @krassenstein So your pulling for a criminal to be president of the USA. Do you know how stupid and retarded that is? Now go climb back into your maga hole...	['1633654731712385025']	0	0	0	0	1	1614056503228436481	
277	en	everyone	822640626311303170	2023-03-09T02:23:32.000Z	[{'type': 'replied_to', 'id': '1633513833364099072'}]	1633513833364099072	1633654724749606912	@DC_Draino I’m pretty sure there are cops who are also MAGA supporters.	['1633654724749606912']	0	0	0	0	0	875856268056969216	
278	en	everyone	1586354246311624704	2023-03-09T02:23:32.000Z	[{'type': 'retweeted', 'id': '1633499350923116544'}]	1633654722295918594	1633654722295918594	RT @gc22gc: Total dominance MAGA https://t.co/kkpxAgXKR9	['1633654722295918594']	64	0	0	0	0		
279	en	everyone	874682103236927488	2023-03-09T02:23:32.000Z	[{'type': 'retweeted', 'id': '1633621571205050369'}]	1633654721377636354	1633654721377636354	RT @leslibless: Here is Antifa changing their clothes into the ‘MAGA look’ on J6! https://t.co/LKI3QzLUQi	['1633654721377636354']	577	0	0	0	0		
280	en	everyone	1023940182184288257	2023-03-09T02:23:31.000Z	[{'type': 'retweeted', 'id': '1633654315167666176'}]	1633654720047792135	1633654720047792135	RT @TamieUSCongress: I’m Tamie Wilson, the Democrat running to end MAGA Jim Jordan’s career so we can finally put his seat in Congress to g…	['1633654720047792135']	4	0	0	0	0		
281	en	everyone	1567550965909274626	2023-03-09T02:23:30.000Z	[{'type': 'replied_to', 'id': '1633328147750871048'}]	1633219172434948097	1633654715488559104	@butwhy9999 @rakchazak74 @Sassafrass_84 @CalltoActivism 2) THAT old guard was too blind to the cultural dilemma that Obama took advantage of with the Marxist racial engineering he accomplished which opened it up for Socialists as well, MAGA is the cultural teeth of the nearly gone old milquetoast neo cons😉	['1633654715488559104']	0	0	0	0	1	1559863255295729664	
282	en	everyone	3009817966	2023-03-09T02:23:29.000Z	[{'type': 'replied_to', 'id': '1633650395485437959'}]	1633650395485437959	1633654708597301254	@michaeljknowles Talk about the time you’ve spent with “Lady MAGA”! https://t.co/WXkajQThlH	['1633654708597301254']	0	0	0	0	1	31047836	
283	en	everyone	301048344	2023-03-09T02:23:28.000Z	[{'type': 'retweeted', 'id': '1633612605129641984'}]	1633654706407985156	1633654706407985156	RT @realTuckFrumper: MAGA hoaxer Jacob Wohl found to have violated the KKK Act by federal judge https://t.co/4bdFfhmKTG	['1633654706407985156']	69	0	0	0	0		
284	en	everyone	1489775236186836994	2023-03-09T02:23:28.000Z	[{'type': 'retweeted', 'id': '1632556145650073600'}]	1633654704365240320	1633654704365240320	RT @Troyel1968: All my MAGA PATRIOT Brothers and Sisters, I love you all! As long as we have Patriot's like you, we really do have a chance…	['1633654704365240320']	81	0	0	0	0		
285	en	everyone	1599884699337428992	2023-03-09T02:23:27.000Z	[{'type': 'replied_to', 'id': '1633653761230110720'}]	1633632341217415169	1633654703484461059	@jetx86 Insurrection by maga	['1633654703484461059']	0	0	0	0	3	1542674241375686657	
286	en	everyone	1262987183570518016	2023-03-09T02:23:27.000Z	[{'type': 'retweeted', 'id': '1633631669994557446'}]	1633654702297473024	1633654702297473024	RT @OehtBranson: MAGA Extremist Republicans should be harassing and investigating Trump who flat out quit on the job during the middle of a…	['1633654702297473024']	2	0	0	0	0		
287	en	everyone	124903177	2023-03-09T02:23:27.000Z	[{'type': 'retweeted', 'id': '1633600197602476033'}]	1633654702221979649	1633654702221979649	RT @OccupyDemocrats: BREAKING: The GOP campaign aide who accused MAGA Republican heavyweight Matt Schlapp of sexual battery comes forward t…	['1633654702221979649']	665	0	0	0	0		
288	en	everyone	3039730754	2023-03-09T02:23:27.000Z	[{'type': 'retweeted', 'id': '1633546143337680897'}]	1633654700557094912	1633654700557094912	RT @OccupyDemocrats: BREAKING: MAGA Gov. Sarah Huckabee Sanders is set to roll back child labor protections by signing a law to remove the…	['1633654700557094912']	2424	0	0	0	0		
289	en	everyone	818128693281181696	2023-03-09T02:23:25.000Z	[{'type': 'retweeted', 'id': '1633600197602476033'}]	1633654692151701510	1633654692151701510	RT @OccupyDemocrats: BREAKING: The GOP campaign aide who accused MAGA Republican heavyweight Matt Schlapp of sexual battery comes forward t…	['1633654692151701510']	665	0	0	0	0		
290	en	everyone	137419800	2023-03-09T02:23:24.000Z	[{'type': 'quoted', 'id': '1633537979053649920'}]	1633654690033303555	1633654690033303555	Another stupid MAGA idiot on the run…that pic makes her look dumber https://t.co/7uklN21hJO	['1633654690033303555']	0	0	0	0	0		
291	en	everyone	25911510	2023-03-09T02:23:22.000Z	[{'type': 'replied_to', 'id': '1633556525267525632'}]	1633556525267525632	1633654682752040960	@SenMullin @GOPHELP What a joke you are.  You inherited the business.. you did not start it.. and you lied like a typical maga.. you sis not only make 50k.. you made way more. Typical extremist right winger	['1633654682752040960']	0	0	0	0	1	1060370282	
292	en	everyone	466770294	2023-03-09T02:23:22.000Z	[{'type': 'replied_to', 'id': '1633274570802348032'}]	1633203453831905283	1633654682311888898	"@JilonaS Do you want all criminals found guilty in a court of law released or only the ones who committed crimes on the behalf of your cult leader?

PS: the world watched in real time as MAGA beat the police, trashed the Capitol &amp; threatened to kill the VP."	['1633654682311888898']	0	0	0	0	0	628894533	
293	en	everyone	493424009	2023-03-09T02:23:21.000Z	[{'type': 'retweeted', 'id': '1633584550273257473'}]	1633654679006478336	1633654679006478336	RT @RadioFreeTom: There is so much to run on against Ron DeSantis - his prissy temperament, his ridiculous policies, his pandering to MAGA…	['1633654679006478336']	71	0	0	0	0		
294	en	everyone	1519132288520400896	2023-03-09T02:23:21.000Z	[{'type': 'replied_to', 'id': '1633638697718669312'}]	1633638697718669312	1633654678776074241	@FawnMacMT @BarbFreitchie ~MAGA~We The People~Followers of Jesus Christ Our Lord &amp; Saviour~American Patriotic Nationalist ~ Donald J Trump ~Marjorie Taylor Greene~ Lauren Boebert ~Kristi Noem ~Mayra Flores~Sen. Marsha Blackburn~ https://t.co/eopCECWr3p	['1633654678776074241']	0	0	0	0	2	966341696710524928	
295	en	everyone	1284222564018130944	2023-03-09T02:23:21.000Z	[{'type': 'retweeted', 'id': '1633510935259119618'}]	1633654678205476866	1633654678205476866	"RT @AndrewPatriot_: If you ''voted'' for Biden YOU are PART of the PROBLEM!

DEMOCRATS = ENEMY OF THE PEOPLE!

👉Retweet if you agree with m…"	['1633654678205476866']	410	0	0	0	0		
296	en	everyone	149598096	2023-03-09T02:23:21.000Z	[{'type': 'retweeted', 'id': '1633600197602476033'}]	1633654677215559681	1633654677215559681	RT @OccupyDemocrats: BREAKING: The GOP campaign aide who accused MAGA Republican heavyweight Matt Schlapp of sexual battery comes forward t…	['1633654677215559681']	665	0	0	0	0		
297	en	everyone	1335013912794648576	2023-03-09T02:23:21.000Z	[{'type': 'replied_to', 'id': '1633221774702702595'}]	1633221774702702595	1633654676754436096	"@davidmweissman @TuckerCarlson @elonmusk Black Bloc interlopers are anarchists. Not MAGA. 

If you simply believe what people wear and say then you’ve very vulnerable to being misled."	['1633654676754436096']	0	0	0	0	6	880018682	
298	en	everyone	3255660043	2023-03-09T02:23:21.000Z		1633654676649328642	1633654676649328642	"In all of this denial and obfuscation, no MAGA wants to ask themselves ""why they were at the Capitol in the first place?"""	['1633654676649328642']	1	0	0	0	16		
299	en	everyone	517946537	2023-03-09T02:23:20.000Z	[{'type': 'retweeted', 'id': '1629518645859606529'}]	1633654672987750400	1633654672987750400	RT @DianaCialino: Pence is not the subject of Jack Smith’s investigation! He has nothing to lose by telling the truth, except MAGA votes wh…	['1633654672987750400']	59	0	0	0	0		
300	en	everyone	733320977459732482	2023-03-09T02:23:20.000Z	[{'type': 'retweeted', 'id': '1633256208063766530'}]	1633654672702701568	1633654672702701568	"RT @gary_kline: @ericswalwell THANK YOU, Eric!
It can't be stated enough.
All of you in Congress and the Senate who stand strong for truth…"	['1633654672702701568']	24	0	0	0	0		
301	en	everyone	1107857101412544512	2023-03-09T02:23:17.000Z	[{'type': 'retweeted', 'id': '1633612605129641984'}]	1633654659293249539	1633654659293249539	RT @realTuckFrumper: MAGA hoaxer Jacob Wohl found to have violated the KKK Act by federal judge https://t.co/4bdFfhmKTG	['1633654659293249539']	69	0	0	0	0		
302	en	everyone	1629912886037594112	2023-03-09T02:23:17.000Z	[{'type': 'replied_to', 'id': '1633569598955036672'}]	1633520322535362560	1633654658190446594	@tjlpp6238 @Oliveira_G1990 @nanahendrix66 @USAPat4DJT @MAGA__Patriot @JanetTX_Blessed @lida_bellmer @DanelleTyler2 @lftcf @MGD3365 @FFreeSSpeech @janninereid1 @richardson49jul @charise_janey @CelticRaven69 @WStephaNiieR @brendah44318421 @namukisa_grace Don't miss out on the chance to learn about the US Army's food preservation breakthrough and the 126 superfoods you can store for years without refrigeration. Click here: https://t.co/r8tcM2oTtD.	['1633654658190446594']	1	0	1	0	2	1458564557308375042	
303	en	everyone	1471365168953184257	2023-03-09T02:23:15.000Z	[{'type': 'replied_to', 'id': '1633595650444238848'}]	1633595650444238848	1633654653668962305	@SpeakerMcCarthy The MAGA Republicans is THE greatest threat to America. They don’t have the needs of their constituents as their top priority. All they seem to care about is power and demonizing anything that doesn’t fit their closed minded narrative.	['1633654653668962305']	0	0	0	0	1	19739126	
304	en	everyone	4140639207	2023-03-09T02:23:15.000Z	[{'type': 'replied_to', 'id': '1633535005019234319'}]	1633535005019234319	1633654650078388224	"@civilrightsorg @Herbwells7 @RepBowman The answer is simple.  This is not about “trans” people.  This is about ALL LGBTQ people and the MAGA Christo-fascist objective of cleansing America of everything and everyone who identified - or can be identified - as LGBTQ.

#ProveMeWrong"	['1633654650078388224']	0	0	0	0	2	58503762	
305	en	everyone	883316162	2023-03-09T02:23:14.000Z	[{'type': 'retweeted', 'id': '1633636854988697603'}]	1633654649398984704	1633654649398984704	"RT @BillKristol: ""McCarthy and Fox are afraid of alienating all their insurrection-happy viewers, voters, and colleagues...They've all coll…"	['1633654649398984704']	79	0	0	0	0		
306	en	everyone	1401223564360028161	2023-03-09T02:23:14.000Z	[{'type': 'retweeted', 'id': '1633605111372197888'}]	1633654648333631488	1633654648333631488	RT @jennycohn1: It isn’t exactly fun for me to take on MAGA thugs who glorify violence like veteran Teddy Daniels. Please help me by amplif…	['1633654648333631488']	104	0	0	0	0		
307	en	everyone	2394929572	2023-03-09T02:23:13.000Z	[{'type': 'retweeted', 'id': '1633546143337680897'}]	1633654643971555328	1633654643971555328	RT @OccupyDemocrats: BREAKING: MAGA Gov. Sarah Huckabee Sanders is set to roll back child labor protections by signing a law to remove the…	['1633654643971555328']	2424	0	0	0	0		
308	en	everyone	178228905	2023-03-09T02:23:12.000Z	[{'type': 'retweeted', 'id': '1633545399515357197'}]	1633654640641445888	1633654640641445888	RT @Andie00471: Dear Maga Nimwits, if Ashli Babbitt had every right to enter The US Capitol as a 'peaceful tourist', why was she crawling t…	['1633654640641445888']	191	0	0	0	0		
309	en	everyone	3039730754	2023-03-09T02:23:12.000Z	[{'type': 'quoted', 'id': '1633599831011733510'}]	1633654638770802689	1633654638770802689	Please turf that treasonous, traitorous #Republican_GOP_MAGA_Scumbag #TraitorMcCarthy and his traitorous cabal out so that they can do no more damage to American democracy. https://t.co/tDEqE3KTc1	['1633654638770802689']	0	0	0	0	0		
310	en	everyone	3301889816	2023-03-09T02:23:10.000Z		1633654632806248449	1633654632806248449	"Hope springs eternal in the quest for justice for the disenfranchised:
https://t.co/KW9C8ApCfL"	['1633654632806248449']	0	0	0	0	2		
311	en	everyone	2743926708	2023-03-09T02:23:10.000Z	[{'type': 'retweeted', 'id': '1633569264488820736'}]	1633654630138753030	1633654630138753030	RT @OccupyDemocrats: BREAKING: Speaker Kevin McCarthy spits in the face of Ukraine's heroic President Zelensky by refusing his invitation t…	['1633654630138753030']	706	0	0	0	0		
