Column1	Unnamed: 0	conversation_id	lang	reply_settings	created_at	clean_text	our_label	text	author_id	referenced_tweets	id	edit_history_tweet_ids	public_metrics.retweet_count	public_metrics.reply_count	public_metrics.like_count	public_metrics.impression_count	in_reply_to_user_id	geo.place_id	withheld.copyright	withheld.country_codes	geo.coordinates.type	geo.coordinates.coordinates	Column3
19904	24194	1.63344E+18	en	everyone	3/8/2023 22:33	randymot forgetting one trump greatest moment discouraged german enriching russia rightfully pointed could threaten give money russia expect u protect putin get anxious	Negative	@randymot4 You’re forgetting one of Trump’s greatest moments where he discouraged the Germans from enriching Russia which he rightfully pointed out could threaten them.  Why give their money to Russia and then expect us to protect them when Putin gets anxious?	518754275	"[{'type': 'replied_to', 'id': '1633524418969317376'}]"	1.63367E+18	['1633672214259154945']	0	0	0	8	1.48021E+18						
20207	24497	1.63367E+18	en	everyone	3/8/2023 22:30	rt dagnytaggart russia running vegetable fruit sorry russia britain http co gjjdpkqrck	Neutral	"RT @DagnyTaggart963: Russia is running out of vegetables and fruits, sorry not Russia but Britain ????? https://t.co/gjjDpkqRCk"	9.05287E+17	"[{'type': 'retweeted', 'id': '1633430499308843011'}]"	1.63367E+18	['1633671671902093314']	46	0	0	0							
20638	24928	1.63367E+18	en	everyone	3/8/2023 22:28	rt kaooavopakatapa russian living georgia past month return russia	Neutral	RT @KaooavopaKatapa: Russians who have been living in Georgia for the past months return to Russia	1.49924E+18	"[{'type': 'retweeted', 'id': '1633630580624576513'}]"	1.63367E+18	['1633671049899540481']	8	0	0	0							
20888	25178	1.63294E+18	en	everyone	3/8/2023 22:26	walshfreedom tuckercarlson know left trying really hard convince u tucker carlson lying know lying american public past couple year covid j russia every issue	Neutral	"@WalshFreedom @TuckerCarlson What we know is that, the left now are trying really hard to convince us that Tucker Carlson is lying. But we all know who has been lying to the American public for the past couple of years. About 2020, covid, J6, Russia, and every other issue."	1.40112E+18	"[{'type': 'replied_to', 'id': '1632936051919532032'}]"	1.63367E+18	['1633670631647776768']	0	0	0	8	236487888						
21070	25360	1.63367E+18	en	everyone	3/8/2023 22:25	rt visegrad breaking russia fired wave cruise missile black sea flying moldova air space	Negative	"RT @visegrad24: BREAKING:

Russia has fired a wave of cruise missiles from the Black Sea that are now flying over Moldova’s air space.

The…"	1.48849E+18	"[{'type': 'retweeted', 'id': '1633637043258499072'}]"	1.63367E+18	['1633670342026698757']	803	0	0	0							
22175	26465	1.63367E+18	en	everyone	3/8/2023 22:18	rt jj talking video filmed inside arctic circle canada alaska russia border phenomenon	Neutral	"RT @jj_talking: This video was filmed inside the Arctic Circle, just between the Canada-Alaska-Russia border.

This phenomenon can only be…"	45601304	"[{'type': 'retweeted', 'id': '1633556309315567616'}]"	1.63367E+18	['1633668527591763969']	54	0	0	0							
22499	26789	1.6339E+18	en	everyone	3/9/2023 13:41	rt foxnews protester arrested demonstrator confront police dc statehood rally ahead senate vote crime bill http co vzkh	Negative	RT @FoxNews: Protester arrested as demonstrators confront police at DC statehood rally ahead of Senate vote on crime bill https://t.co/vZkH…	1.35087E+18	"[{'type': 'retweeted', 'id': '1633674492852731904'}]"	1.6339E+18	['1633900781987348480']	26	0	0	0							
22546	26836	1.35312E+18	en	everyone	3/9/2023 13:13	praising gov puerto rico removed thru historic protest pro u statehood party govpierluisi weekend thanked disgraced gov rossello lobbying favor u statehood despite lack consensus amp hate http co ebubhgquj	Negative	"Praising a Gov Puerto Rico removed thru historic protest in 2019?

That's what Pro US Statehood party @GovPierluisi did this weekend-

He thanked disgraced Gov Rossello for lobbying in favor of US Statehood despite a lack of consensus for it &amp; hate for him
https://t.co/2EbubHgqUJ"	346746528	"[{'type': 'quoted', 'id': '1633285269376888838'}, {'type': 'replied_to', 'id': '1613945948241104897'}]"	1.63389E+18	['1633893752149344256']	4	0	4	1264	346746528						
22758	27048	1.63387E+18	en	everyone	3/9/2023 11:44	rt mamataofficial happy st statehood day people meghalaya today commemorate hill state movement seek inspiratio	Neutral	"RT @MamataOfficial: Happy 51st Statehood Day to the people of Meghalaya!

Today, we commemorate the hill state movement and seek inspiratio…"	1.25691E+18	"[{'type': 'retweeted', 'id': '1616715361357029378'}]"	1.63387E+18	['1633871437735010306']	894	0	0	0							
22921	27211	1.63386E+18	en	everyone	3/9/2023 10:54	rt beachcity dc hell hole deserve statehood	Neutral	RT @BeachCity55: DC is a hell hole that doesn't deserve statehood.	1.4117E+18	"[{'type': 'retweeted', 'id': '1633823714448928768'}]"	1.63386E+18	['1633858758500548609']	21	0	0	0							
22999	27289	1.63385E+18	en	everyone	3/9/2023 10:08	rt prem thakker democrat rewarded abandoning principle c statehood even moderate justice reform look	Positive	"RT @prem_thakker: And how were Democrats rewarded for abandoning their principles for D.C. statehood, or even moderate justice reform?
Look…"	154614128	"[{'type': 'retweeted', 'id': '1633847072309772290'}]"	1.63385E+18	['1633847126403809281']	1	0	0	0							
23167	27457	1.63365E+18	en	everyone	3/9/2023 8:45	stephenm chrismurphyct leftist view another lazy way retain obtain power idea sound argument persuasive need statehood puerto rico dc myriad fake news hoax like j insurrection charlottesville fine people bleach etc	Neutral	"@StephenM @ChrisMurphyCT Leftists view it as another lazy way to retain or (obtain more) power.  Their ideas are not sound and their arguments are not persuasive.  They need statehood for Puerto Rico and DC and myriad fake news hoaxes like (J6 was an insurrection, Charlottesville fine people, bleach etc."	42096791	"[{'type': 'replied_to', 'id': '1633815135914455041'}]"	1.63383E+18	['1633826229869584384']	0	0	0	33	1.32989E+18						
23328	27618	1.63164E+18	en	everyone	3/9/2023 7:43	provemewrong blackdiammon russian bitch butt hurting existence ever since came statehood keep cry ruska ciero going anywhere	Negative	"@provemewrong411 @blackdiammon Russian bitches have been butt hurting over ???? existence ever since they came into statehood. Keep crying ruska ?ciero, we ain’t going anywhere ??"	1686923480	"[{'type': 'replied_to', 'id': '1631746171902341122'}]"	1.63381E+18	['1633810852401799168']	0	1	0	15	1.61761E+18						
23654	27944	1.63375E+18	en	everyone	3/9/2023 3:52	rt vikar rasool hundred people joined hath se hath jodo abhiyan carried km padayatra markundal sumbal distt b	Neutral	RT @vikar_rasool: Hundreds of people joined ‘Hath Se Hath Jodo Abhiyan’ and carried out a 6KM padayatra from Markundal to Sumbal in Distt B…	1.4765E+18	"[{'type': 'retweeted', 'id': '1633740984839454722'}]"	1.63375E+18	['1633752590344245250']	201	0	0	0							
24402	28692	1.63366E+18	en	everyone	3/8/2023 21:29	rt democracydocket c statehood way ensure american citizen living washington c full representation con	Neutral	"RT @DemocracyDocket: “D.C. statehood is the only way to ensure American citizens living in Washington, D.C. have full representation in Con…"	9.70298E+17	"[{'type': 'retweeted', 'id': '1633625994052399106'}]"	1.63366E+18	['1633656194211479553']	95	0	0	0							
24682	28972	1.63364E+18	en	everyone	3/8/2023 20:25	rt senatorcardin power intervene mean stand people district columbia	Neutral	"RT @SenatorCardin: Just because we have the power to intervene, doesn't mean we should. I stand with the people of the District of Columbia…"	801251246	"[{'type': 'retweeted', 'id': '1633635812142112768'}]"	1.63364E+18	['1633640049966284806']	10	0	0	0							
25038	29328	1.63339E+18	en	everyone	3/8/2023 18:18	gmb susannareid suellabraverman contrary popular opinion give nation statehood become dumping ground endless stream people hate detest emigrate die	Negative	"@GMB @susannareid100 @SuellaBraverman Contrary to popular opinion, you don't have to give up your nation, you statehood and become a dumping ground for an endless stream of people who will hate and detest you until you emigrate or die out"	1.56067E+18	"[{'type': 'replied_to', 'id': '1633391906733342721'}]"	1.63361E+18	['1633608196748132353']	0	0	0	2	19424427						
25850	30140	1.63349E+18	en	everyone	3/8/2023 10:46	rt mxgm dc today join c organizer rally action tell congress president biden keep handsoffdc fig	Neutral	RT @MXGM_DC: TODAY: Join D.C. organizers for a rally and actions to tell Congress and President Biden: keep your #HandsOffDC! This is a fig…	7.86328E+17	"[{'type': 'retweeted', 'id': '1633479317001830401'}]"	1.63349E+18	['1633494530631561216']	4	0	0	0							
26139	30429	1.63333E+18	en	everyone	3/8/2023 2:59	raokavitha shameful tweet putting statehood scam	Negative	@RaoKavitha Such a shameful tweet putting the statehood into scams !!	128194653	"[{'type': 'replied_to', 'id': '1633330144424361989'}]"	1.63338E+18	['1633376790176571394']	0	0	0	6	177673457						
26186	30476	1.63335E+18	en	everyone	3/8/2023 0:56	rt paultx reminder puerto rico population larger n dakota dakota wyoming combined reason pr	Neutral	"RT @Paultx890: Just a reminder Puerto Rico has a population larger than N. Dakota, S. Dakota and Wyoming COMBINED.  The only reason PR does…"	7.72466E+17	"[{'type': 'retweeted', 'id': '1631132621945073665'}]"	1.63335E+18	['1633345998947774464']	1348	0	0	0							
26833	31123	1.63316E+18	en	everyone	3/7/2023 12:32	rt juddlegum joebiden presidential candidate biden supported dc statehood supported making exception leg	Positive	"RT @JuddLegum: @JoeBiden 2. As a presidential candidate, Biden not only supported DC statehood but supported making an exception to the leg…"	1.47045E+18	"[{'type': 'retweeted', 'id': '1633105685910093825'}]"	1.63316E+18	['1633158790718840832']	26	0	0	0							
26889	31179	1.63296E+18	en	everyone	3/7/2023 11:12	anc b jnicholsonindc mayorbowser wrong true supporter dc statehood would never turn congress change law live die result work overturn period http co e j	Negative	"@Anc6B10 @JNicholsonInDC @MayorBowser And that was WRONG! Any true supporter of DC statehood would NEVER turn to congress to change our laws! You live or die, with the results and you work to overturn them. Period! https://t.co/0E9d4j643S"	1.47263E+18	"[{'type': 'replied_to', 'id': '1633073856209362944'}]"	1.63314E+18	['1633138454593781767']	0	0	0	44	1.38386E+18						
27120	31410	1.63308E+18	en	everyone	3/7/2023 7:05	rt hoehnevirgil avert violence gov harg realize claim reality sl statehood	Positive	RT @HoehneVirgil: 13/17 How to avert further violence? The gov. in Harg. should realize that claim and reality of SL’s statehood are very d…	1.43936E+18	"[{'type': 'retweeted', 'id': '1630685244603891714'}]"	1.63308E+18	['1633076432808165383']	5	0	0	0							
27379	31669	1.63388E+18	en	everyone	3/9/2023 12:08	battle line drawn ecb governing council quiet period kick ahead march decision plus ammunition ukraine carbon capture denmark seabed amp regulatory push tiktok read today brussels edition http co unu xgbj b	Neutral	"Battle lines are drawn on the ECB governing council, as the quiet period kicks in ahead of the March 16 decision Plus, ammunition for Ukraine, carbon capture on Denmark's seabed &amp; a regulatory push from TikTok Read more in today's Brussels Edition https://t.co/unu4Xgbj2b"	1.59347E+18	"[{'type': 'quoted', 'id': '1633828766299594752'}]"	1.63388E+18	['1633877305553719302']	0	0	0	0							
27595	31885	1.63388E+18	en	everyone	3/9/2023 12:07	rt mtaibbi told put hamilton list suspected russian influence account bishop puzzled nonsense supp	Neutral	"RT @mtaibbi: 38.  Told he was put on the Hamilton list of suspected “Russian influence” accounts, Bishop was puzzled. 

“Nonsense. I’m supp…"	1.59916E+18	"[{'type': 'retweeted', 'id': '1633830125660946433'}]"	1.63388E+18	['1633877150733578240']	319	0	0	0							
27956	32246	1.63388E+18	en	everyone	3/9/2023 12:06	rt gerashchenko en russian propagandist say war ukraine like many conflict happen empire split	Neutral	RT @Gerashchenko_en: Russian propagandists say that the war in Ukraine is like many conflicts before it that happen before an empire splits…	1.49683E+18	"[{'type': 'retweeted', 'id': '1633759277641785346'}]"	1.63388E+18	['1633876882436546560']	239	0	0	0							
27987	32277	1.63388E+18	en	everyone	3/9/2023 12:06	table tennis ukraine win cup igor sukovatiy v sergey skachenko ev start cet mn side subscribe link bio degenerategambler tabletennis	Neutral	"Table Tennis Ukraine Win Cup
Igor Sukovatiy V Sergey Skachenko
EV = 5.3%
Starts at 2023-03-09 19:00 CET (in 53 mn)
Which side ? Subscribe link in bio.
#DegenerateGambler #Tabletennis"	1.43113E+18		1.63388E+18	['1633876860055752705']	0	0	0	2							
28253	32543	1.63388E+18	en	everyone	3/9/2023 12:05	rt kajakallas year ago soviet plane bombed tallinn destroyed almost quarter city see russia using terror	Negative	RT @kajakallas: 79 years ago Soviet planes bombed Tallinn and destroyed almost a quarter of the city. We see Russia using the same terror t…	480301510	"[{'type': 'retweeted', 'id': '1633741101885542400'}]"	1.63388E+18	['1633876631164162050']	1304	0	0	0							
28903	33193	1.63388E+18	en	everyone	3/9/2023 12:03	rt blackintheempir russia went ukraine youtube banned stone film ukraine fire facebook took ban p	Negative	"RT @blackintheempir: When Russia went into Ukraine YouTube banned Stone's film Ukraine on Fire, and Facebook took off the ban they had on p…"	1.23966E+18	"[{'type': 'retweeted', 'id': '1633846158840811521'}]"	1.63388E+18	['1633876123439476736']	76	0	0	0							
29625	33915	1.63388E+18	en	everyone	3/9/2023 12:00	rt maniatigeorge russian never learn cannot defeat ukrainian spirit ukrainian assist eit	Negative	RT @ManiatiGeorge: Russians will never learn. They cannot defeat the Ukrainian spirit and the Ukrainians…we will assist them until they eit…	8.49784E+17	"[{'type': 'retweeted', 'id': '1633862149805330439'}]"	1.63388E+18	['1633875534647283713']	3	0	0	0							
30024	34314	1.63388E+18	en	everyone	3/9/2023 11:59	rt gregrubini boom ukraine corruption john kerry u trying get rid prosecutor joe biden obama	Negative	"RT @GregRubini: BOOM !!   -   Ukraine corruption
John Kerry: ""All of us were trying to get rid of that Prosecutor: me, Joe Biden and Obama""…"	1.60452E+18	"[{'type': 'retweeted', 'id': '1320412175421394947'}]"	1.63388E+18	['1633875244304961539']	6867	0	0	0							
30099	34389	1.63388E+18	en	everyone	3/9/2023 11:59	rt visegrad atacms ukraine f ukraine	Neutral	"RT @visegrad24: ATACMS for Ukraine, F-16s for Ukraine NOW!"	981039762	"[{'type': 'retweeted', 'id': '1633637721657810946'}]"	1.63388E+18	['1633875182845853697']	539	0	0	0							
30795	35085	1.63387E+18	en	everyone	3/9/2023 11:57	rt jailletalain palpable nervousness white house asked biden terror attack nordstream even seymo	Negative	RT @JailletAlain: JUST NOW: Palpable nervousness at the White House when asked about the Biden terror attack on #Nordstream even when Seymo…	1.42326E+18	"[{'type': 'retweeted', 'id': '1633720211009421312'}]"	1.63387E+18	['1633874623472476161']	8	0	0	0							
31330	35620	1.63387E+18	en	everyone	3/9/2023 11:55	rt cnn russia showered kyiv lviv major city across ukraine official said unprecedented array missile	Neutral	"RT @CNN: Russia showered Kyiv, Lviv and other major cities across Ukraine with what officials said was an unprecedented array of missiles o…"	1.55409E+18	"[{'type': 'retweeted', 'id': '1633824221427113984'}]"	1.63387E+18	['1633874200099278854']	120	0	0	0							
31855	36145	1.63375E+18	en	everyone	3/9/2023 11:54	glasnostgone prairieislander free world arm ukraine send everything promising promising help ukraine defend weapon	Positive	@GlasnostGone @PrairieIslander Free world arm Ukraine now!  Send everything you are promising! Promising does not help Ukraine defend itself. Weapons do!	1868853366	"[{'type': 'replied_to', 'id': '1633753421554565121'}]"	1.63387E+18	['1633873798637424640']	0	0	0	9	2758100418						
32122	36412	1.63387E+18	en	everyone	3/9/2023 11:53	merrick garland go ukraine son b tch ukraine new prosecutor	Neutral	"Merrick Garland goes to Ukraine and, son-of-a-b*tch, Ukraine has a new prosecutor. Again."	7.3699E+17		1.63387E+18	['1633873573910835200']	41	5	80	1150							
32214	36504	1.63387E+18	en	everyone	3/9/2023 11:52	rt repluna far know member congress swear oath people syria ukraine anywhere else swear oath	Neutral	"RT @RepLuna: As far as I know, Members of Congress don’t swear an oath to the people of Syria, Ukraine or anywhere else – we swear an oath…"	20826081	"[{'type': 'retweeted', 'id': '1633566711109636096'}]"	1.63387E+18	['1633873499386265601']	1830	0	0	0							
