	conversation_id	lang	reply_settings	created_at	clean_text	text	author_id	referenced_tweets	id	edit_history_tweet_ids	public_metrics.retweet_count	public_metrics.reply_count	public_metrics.like_count	public_metrics.impression_count	in_reply_to_user_id	geo.place_id	withheld.copyright	withheld.country_codes	geo.coordinates.type	geo.coordinates.coordinates	textblob_Polarity	textblob_Subjectivity	vader_Polarity	vader_Subjectivity	AFINN_scores	AFINN_sentiments	SentiWordNet_scores	normalized_textblob_Polarity	normalized_textblob_Subjectivity	normalized_vader_Polarity	normalized_vader_Subjectivity	normalized_AFINN_scores	normalized_SentiWordNet_scores	our_label	annotator	roberta_content	roberta_polarity	roberta_sentiment	keyword	normalized_roberta_polarity	textblob_label	vader_label	AFINN_label	SentiWordNet_label	roberta_label
6411	1633977656634134528	en	everyone	3/9/23 23:46	rt  kochiesbiz chatgpt has some handy use cases for businesses  however there are some concerns to be aware of#chatgpt #business #kochi	"RT @KochiesBiz: ChatGPT has some handy use cases for businesses, however there are some concerns to be aware of.

#ChatGPT #business #kochi…"	1577410000000000000	[{'type': 'retweeted', 'id': '1633977612707172352'}]	1633980000000000000	['1633977656634134529']	1	0	0	0							0.425	0.575	0.0	0.0	0	neutral	0.375	0.7125	0.575	0.499164345	0.0	0.489795918	0.46031746	negative	melissa	"RT @user ChatGPT has some handy use cases for businesses, however there are some concerns to be aware of.

#ChatGPT #business #kochi…"	-0.119427301	neutral	chatgpt	0.416111647	positive	neutral	neutral	neutral	neutral
6438	1633977392883712000	en	everyone	1678405542000000000	rt  mattprd more than 1 million people are using chatgpt but 99 of people arent using it rightheres how to transform your daily w	"RT @MattPRD: More than 1 million people are using ChatGPT. 

But 99% of people aren't using it right.

Here's how to transform your daily w…"	1143502357273219072	[{'type': 'retweeted', 'id': '1610710475276439554'}]	1633977392883712000	['1633977392883712000']	4866	0	0	0							0.1428571429	0.2678571429	0.0	0.0	0	neutral	-0.375	0.5714285714	0.2678571429	0.49916434540000004	0.0	0.48979591840000003	0.3650793651	neutral	melissa	"RT @user More than 1 million people are using ChatGPT. 

But 99% of people aren't using it right.

Here's how to transform your daily w…"	-0.29131263490000003	negative	chatgpt	0.3016465155	neutral	neutral	neutral	negative	negative
6456	1633977264218992640	en	everyone	1678405512000000000	teams premium is now available to everyone its got some cool ai features powered by openai  the people behind chatgpt but some features are premiumonly #microsoft #teamspremium #openai https  tco qpyh5tbet8	Teams Premium is now available to everyone. It’s got some cool AI features powered by OpenAI, the people behind ChatGPT… but some features are premium-only #Microsoft #TeamsPremium #OpenAI https://t.co/QPYH5TBet8	725930820		1633977264218992640	['1633977264218992641']	0	0	0	7							0.1166666667	0.5833333333	0.31820000000000004	0.099	1	positive	0.5	0.5583333333	0.5833333333	0.6603190681000001	0.1104910714	0.5102040816	0.4761904762	neutral	melissa	Teams Premium is now available to everyone. It’s got some cool AI features powered by OpenAI, the people behind ChatGPT… but some features are premium-only #Microsoft #TeamsPremium #OpenAI http	0.7352222204000001	positive	chatgpt	0.9852560158	neutral	positive	neutral	neutral	positive
6460	1633977238671466496	en	everyone	3/9/23 23:45	rt  lishurrr i love theo von  someone said not even chatgpt can guess what hes going to say and its so true lmao	RT @lishurrr: I love Theo von, someone said not even chatgpt can guess what he’s going to say and it’s so true lmao	1381470000000000000	[{'type': 'retweeted', 'id': '1633973747328614402'}]	1633980000000000000	['1633977238671466496']	1	0	0	0							0.483333333	0.75	0.8979	0.498	9	positive	0.125	0.741666667	0.75	0.953912383	0.555803571	0.673469388	0.428571429	positive	melissa	RT @user I love Theo von, someone said not even chatgpt can guess what he’s going to say and it’s so true lmao	0.739783049	positive	chatgpt	0.988293249	positive	positive	positive	neutral	positive
6550	1633959384148484096	en	everyone	1678405302000000000	 markbrooks  aaron_hedlund  chatgpt  permanentequity  timhanso  brentbeshore  capitalcamp discussion please	@markbrooks @aaron_hedlund @ChatGPT @PermanentEquity @timhanso @BrentBeshore @CapitalCamp discussion please?!?	23377149	[{'type': 'replied_to', 'id': '1633966869135740928'}]	1633976384124010496	['1633976384124010496']	0	0	1	32	180876316.0						0.0	0.0	0.31820000000000004	0.20400000000000001	1	positive	0.0	0.5	0.0	0.6603190681000001	0.2276785714	0.5102040816	0.4126984127	neutral	anu	@user @user @user @user @user @user @user discussion please?!?	0.049958374400000005	neutral	chatgpt	0.5289121587	neutral	positive	neutral	neutral	neutral
6559	1633852671634419712	en	everyone	1678405275000000000	 yamayama0987654  makadiaharsh create unique content without plagiarism this thread provides 7 ways to use chatgpt to write tweets and threads to boost your growth	"@yamayama0987654 @MakadiaHarsh ...create unique content without plagiarism. This thread provides 7 ways to use ChatGPT to write tweets and threads to boost your growth."""	1316495843621511168	[{'type': 'replied_to', 'id': '1633976270114418688'}]	1633976271448227840	['1633976271448227844']	0	1	0	0	1.316495844e+18						0.375	1.0	0.7506	0.34600000000000003	3	positive	0.375	0.6875	1.0	0.879311218	0.38616071430000004	0.5510204082	0.46031746030000004	positive	melissa	"@user @user ...create unique content without plagiarism. This thread provides 7 ways to use ChatGPT to write tweets and threads to boost your growth."""	0.6527067423	positive	chatgpt	0.9303057485	positive	positive	neutral	neutral	positive
6579	1633976085523095552	en	everyone	3/9/23 23:40	rt  officialloozr loozr is the ai tool that rewards everyone for listening to music #listen2earn   #chatgpt   #memes https  tco 7r2i	"RT @officialloozr: Loozr is the AI tool that rewards everyone for listening to music! 🙄

#Listen2Earn | #ChatGPT | #Memes https://t.co/7R2I…"	1594100000000000000	[{'type': 'retweeted', 'id': '1633964646515220480'}]	1633980000000000000	['1633976085523095554']	18	0	0	0							0.0	0.0	0.5719	0.198	2	positive	0.625	0.5	0.0	0.788807293	0.220982143	0.530612245	0.492063492	negative	melissa	"RT @user Loozr is the AI tool that rewards everyone for listening to music! 🙄

#Listen2Earn | #ChatGPT | #Memes http"	0.641076922	positive	chatgpt	0.922560999	neutral	positive	neutral	neutral	positive
6599	1633860200594587648	en	everyone	1678405183000000000	 parrotlyfinance heres where i see a good source of value in the metaverse chatgpt somehow records every aspect of your lifevoice  facial expression  body language  personality  literally everything that makes you the person you are when you die you could essentially live forever digitally	@ParrotlyFinance Here's where I see a good source of value in the metaverse. ChatGPT somehow records every aspect of your life...voice, facial expression, body language, personality, literally everything that makes you the person you are. When you die you could essentially live forever digitally	1623377716459278336	[{'type': 'replied_to', 'id': '1633974041802317831'}]	1633975884750127104	['1633975884750127105']	0	1	0	8	1.474101844e+18						0.2090909091	0.275	0.1027	0.269	0	neutral	1.125	0.6045454545	0.275	0.5511775133	0.3002232143	0.48979591840000003	0.5555555556	positive	anu	@user Here's where I see a good source of value in the metaverse. ChatGPT somehow records every aspect of your life...voice, facial expression, body language, personality, literally everything that makes you the person you are. When you die you could essentially live forever digitally	0.5153593421	positive	chatgpt	0.8388407708000001	neutral	neutral	neutral	neutral	positive
6626	1633975612305182720	en	everyone	1678405118000000000	rt  mtaibbi if chatgpt testified to this it would have been called a direct threat  too lol	RT @mtaibbi: If ChatGPT testified to this it would have been called a “direct threat,” too lol.	1599238375663632384	[{'type': 'retweeted', 'id': '1633934237815431168'}]	1633975612305182720	['1633975612305182720']	455	0	0	0							0.45	0.55	-0.1531	0.47000000000000003	1	positive	-0.25	0.725	0.55	0.42162572800000003	0.5245535714	0.5102040816	0.380952381	neutral	melissa	RT @user If ChatGPT testified to this it would have been called a “direct threat,” too lol.	-0.5511280298	negative	chatgpt	0.12862533510000002	positive	neutral	neutral	neutral	negative
6641	1633975435397849088	en	everyone	1678405076000000000	rt  aiape_coin aiape presale announcement listing on #pinksale 15th mar at 1300utcfair launchhttps  tco rjgy3e7fus kyc+audi	"RT @AIApe_Coin: $AIAPE Presale Announcement 📣

Listing on #Pinksale 15th Mar at 13:00UTC

🚀Fair Launch🚀
https://t.co/RjGY3E7FUs

✅ KYC+Audi…"	1633343445204082688	[{'type': 'retweeted', 'id': '1633471884519182336'}]	1633975435397849088	['1633975435397849089']	2858	0	0	0							0.7000000000000001	0.9	0.31820000000000004	0.108	2	positive	1.0	0.85	0.9	0.6603190681000001	0.1205357143	0.5306122449	0.5396825397	positive	sarik	"RT @user $AIAPE Presale Announcement 📣

Listing on #Pinksale 15th Mar at 13:00UTC

🚀Fair Launch🚀
https://t.co/RjGY3E7FUs

✅ KYC+Audi…"	0.3004370928	positive	chatgpt	0.6957156828000001	positive	positive	neutral	neutral	positive
6643	1633975401696620544	en	everyone	1678405068000000000	rt  dilmerv hello everyone i wanted to give you a sneak peek of tomorrows video in which i built a #chatgpt #ai assistant by using th	"RT @Dilmerv: Hello everyone 👋🤖

I wanted to give you a sneak peek of tomorrow’s video in which I built a #ChatGPT #AI assistant by using th…"	13238982	[{'type': 'retweeted', 'id': '1633670322846318592'}]	1633975401696620544	['1633975401696620544']	19	0	0	0							0.0	0.0	0.0	0.0	0	neutral	0.375	0.5	0.0	0.49916434540000004	0.0	0.48979591840000003	0.46031746030000004	neutral	anu	"RT @user Hello everyone 👋🤖

I wanted to give you a sneak peek of tomorrow’s video in which I built a #ChatGPT #AI assistant by using th…"	0.5783634186000001	positive	chatgpt	0.8807976367	neutral	neutral	neutral	neutral	positive
6721	1633974465905283072	en	everyone	1678404845000000000	for a time  tell chatgpt to respond to every query as star trek fan fiction	For a time, tell ChatGPT to respond to every query as Star Trek fan fiction.	18308817		1633974465905283072	['1633974465905283074']	0	0	0	55							0.0	0.0	0.31820000000000004	0.20400000000000001	3	positive	-0.125	0.5	0.0	0.6603190681000001	0.2276785714	0.5510204082	0.3968253968	neutral	sarik	For a time, tell ChatGPT to respond to every query as Star Trek fan fiction.	-0.0798297673	neutral	chatgpt	0.4424811853	neutral	positive	neutral	neutral	neutral
6727	1633974396187553792	en	everyone	1678404828000000000	rt  ihteshamit most people struggle with implementing automation in their businesses but fear notai automation guide is here with	"RT @ihteshamit: Most people struggle with implementing automation in their businesses. 

But fear not!

AI automation guide is here with:…"	1436285376805605376	[{'type': 'retweeted', 'id': '1633800046629244929'}]	1633974396187553792	['1633974396187553793']	43	0	0	0							0.0	0.0	-0.6705	0.379	-4	negative	-0.875	0.5	0.0	0.15958470500000002	0.42299107140000003	0.4081632653	0.3015873016	positive	melissa	"RT @user Most people struggle with implementing automation in their businesses. 

But fear not!

AI automation guide is here with:…"	-0.1390924305	neutral	chatgpt	0.4030158721	neutral	negative	neutral	negative	neutral
6737	1633974267359424512	en	everyone	2023-03-09 23:33:17	chatgpt designed and programmed a unique puzzle game with minimal human intervention https  tco w7dbs3i0x5 https  tco 4ht92195f2	ChatGPT designed and programmed a unique puzzle game with minimal human intervention https://t.co/w7dBS3i0X5 https://t.co/4ht92195F2	16070929		1633974267359424512	['1633974267359424519']	0	0	0	98							-0.03125	0.525	0.0	0.0	0	neutral	0.375	0.484375	0.525	0.4991643454	0.0	0.4897959184	0.4603174603	neutral	anu	ChatGPT designed and programmed a unique puzzle game with minimal human intervention http http	0.5005202293000001	positive	chatgpt	0.8289588282	neutral	neutral	neutral	neutral	positive
6743	1633974200770887680	en	everyone	3/9/2023 23:33	maybe what openai chatgpt shows is that a lot of work that humans do is some form of parroting and retrieval	"Maybe what OpenAI ChatGPT shows is that a lot of ""work"" that humans do is some form of parroting and retrieval"	34616353		1633970000000000000	['1633974200770887681']	0	0	0	33							0.0	0.1	0.0	0.0	0	neutral	0.0	0.5	0.1	0.499164345	0.0	0.489795918	0.412698413	neutral	sarik	"Maybe what OpenAI ChatGPT shows is that a lot of ""work"" that humans do is some form of parroting and retrieval"	-0.039978679	neutral	chatgpt	0.469019575	neutral	neutral	neutral	neutral	neutral
6782	1633973784486002688	en	everyone	1678404682000000000	rt  architecture_eu watermarking chatgpthttps  tco vpsjhckuu7#art #aiart #machinelearning #nft #mlart #deeplearning #mlsogood #artific	"RT @architecture_eu: Watermarking chatGPT
https://t.co/VPSjhCKUu7
#art #AIart #machinelearning #NFT #MLart #deeplearning #MLsoGood #artific…"	770285228929712128	[{'type': 'retweeted', 'id': '1633973761492877313'}]	1633973784486002688	['1633973784486002689']	1	0	0	0							0.0	0.0	0.0	0.0	0	neutral	0.0	0.5	0.0	0.49916434540000004	0.0	0.48979591840000003	0.4126984127	neutral	sarik	"RT @user Watermarking chatGPT
https://t.co/VPSjhCKUu7
#art #AIart #machinelearning #NFT #MLart #deeplearning #MLsoGood #artific…"	0.28213483100000003	positive	chatgpt	0.6835274946000001	neutral	neutral	neutral	neutral	positive
6784	1633973775267155968	en	everyone	3/9/23 23:31	rt  ai_insight1 wonder studio an ai tool that automatically animates  lights and composes cg characters into a liveaction scene no comp	RT @ai_insight1: Wonder Studio. an AI tool that automatically animates, lights and composes CG characters into a live-action scene. No comp…	540696653	[{'type': 'retweeted', 'id': '1633888686013128706'}]	1633970000000000000	['1633973775267155970']	16	0	0	0							0.212121212	0.433333333	0.0	0.0	0	neutral	1.125	0.606060606	0.433333333	0.499164345	0.0	0.489795918	0.555555556	neutral	melissa	RT @user Wonder Studio. an AI tool that automatically animates, lights and composes CG characters into a live-action scene. No comp…	0.079829775	neutral	chatgpt	0.548804686	neutral	neutral	neutral	neutral	neutral
6823	1633973511713611776	en	everyone	3/9/23 23:30	check this out chatgpt is now available in microsofts azure openai service https  tco pt3prg79ci	Check this out! ChatGPT is now available in Microsoft’s Azure OpenAI service https://t.co/pt3PRG79ci	803684000000000000		1633970000000000000	['1633973511713611776']	0	0	0	5							0.4	0.4	0.0	0.0	0	neutral	0.375	0.7	0.4	0.499164345	0.0	0.489795918	0.46031746	positive	melissa	Check this out! ChatGPT is now available in Microsoft’s Azure OpenAI service http	0.641076922	positive	chatgpt	0.922560999	positive	neutral	neutral	neutral	positive
6938	1633972433706164224	en	everyone	3/9/2023 23:26	from #chatgpt to chatbots  ai is changing the way marketers connect with their customers heres five of the biggest #ai trends impacting #marketing in 2023 https  tco jlcx5dyuhp	"From #ChatGPT to chatbots, AI is changing the way marketers connect with their customers. 

Heres five of the biggest #AI trends impacting #marketing in 2023: https://t.co/Jlcx5DyuHp"	1455640000000000000		1633970000000000000	['1633972433706164227']	0	0	0	15							0.0	0.0	0.0	0.0	0	neutral	0.125	0.5	0.0	0.499164345	0.0	0.489795918	0.428571429	positive	sarik	"From #ChatGPT to chatbots, AI is changing the way marketers connect with their customers. 

Heres five of the biggest #AI trends impacting #marketing in 2023: http"	0.55112803	positive	chatgpt	0.862660532	neutral	neutral	neutral	neutral	positive
6949	1633972320770433024	en	everyone	3/9/2023 23:25	rt  aihandbook chatgpt can triple productivityover time  weve collected 500+ of the best chatgpt prompts to enhance your lifewere	"RT @AiHandbook: ChatGPT can triple productivity.

Over time, weve collected 500+ of the Best ChatGPT prompts to enhance your life.

Were"	2988019769	[{'type': 'retweeted', 'id': '1633727109192458240'}]	1633970000000000000	['1633972320770433026']	1356	0	0	0							1.0	0.3	0.6369	0.276	3	positive	0.875	1.0	0.3	0.82172702	0.308035714	0.551020408	0.523809524	positive	sarik	"RT @user ChatGPT can triple productivity.

Over time, weve collected 500+ of the Best ChatGPT prompts to enhance your life.

Were"	0.744276881	positive	chatgpt	0.991285867	positive	positive	neutral	neutral	positive
6953	1633972293280968704	en	everyone	2023-03-09 23:25:27	rt  degenznft chatgpt gets it https  tco 4dnz8qgijs	RT @DegenzNFT: ChatGPT gets it... https://t.co/4DNZ8qgIjS	725237029240463360	[{'type': 'retweeted', 'id': '1633947607419551746'}]	1633972293280968704	['1633972293280968705']	7	0	0	0							0.0	0.0	0.0	0.0	0	neutral	0.0	0.5	0.0	0.4991643454	0.0	0.4897959184	0.4126984127	positive	anu	RT @user ChatGPT gets it... http	0.1292725801	neutral	chatgpt	0.5817305742000001	neutral	neutral	neutral	neutral	neutral
6960	1633972244316835840	en	everyone	3/9/23 23:25	rt  therealadamg chatgpt on azure openai is now a thing https  tco gom2pssl47	RT @TheRealAdamG: ChatGPT on Azure OpenAI is now a thing. https://t.co/GOM2Pssl47	127176182	[{'type': 'retweeted', 'id': '1633871509625221121'}]	1633970000000000000	['1633972244316835840']	16	0	0	0							0.0	0.0	0.0	0.0	0	neutral	0.0	0.5	0.0	0.499164345	0.0	0.489795918	0.412698413	positive	melissa	RT @user ChatGPT on Azure OpenAI is now a thing. http	0.272905082	positive	chatgpt	0.677381045	neutral	neutral	neutral	neutral	positive
6966	1633972155271778304	en	everyone	3/9/23 23:24	rt  volta_ml  final round  #chatgpt and #gpt35 beaten by knockout with finetuned #llms recent paper shows fewshot trained llms	"RT @volta_ml: 🔔🔔 FINAL ROUND 💥🥊 #chatgpt and #GPT3.5 beaten by knock-out with fine-tuned #LLMs!

👇 Recent paper shows few-shot trained LLMs…"	912927000000000000	[{'type': 'retweeted', 'id': '1633879437417783297'}]	1633970000000000000	['1633972155271778305']	1	0	0	0							0.054166667	0.5375	-0.25	0.223	0	neutral	0.375	0.527083333	0.5375	0.372550013	0.248883929	0.489795918	0.46031746	neutral	melissa	"RT @user 🔔🔔 FINAL ROUND 💥🥊 #chatgpt and #GPT3.5 beaten by knock-out with fine-tuned #LLMs!

👇 Recent paper shows few-shot trained LLMs…"	-0.049958371	neutral	chatgpt	0.462373711	neutral	negative	neutral	neutral	neutral
6968	1633972075965689856	en	everyone	3/9/2023 23:24	rt  mark_k breaking  microsoft cto announces gpt4 is coming next weekthe model will be multimodal  including video features#ai #ch	"RT @mark_k: BREAKING: .@Microsoft CTO announces: GPT-4 is coming next week!
The model will be multimodal, including video features.
#AI #Ch"	563093420	[{'type': 'retweeted', 'id': '1633901801643622411'}]	1633970000000000000	['1633972075965689859']	288	0	0	0							0.0	0.0	0.0	0.0	0	neutral	0.0	0.5	0.0	0.499164345	0.0	0.489795918	0.412698413	neutral	sarik	"RT @user BREAKING: .@Microsoft CTO announces: GPT-4 is coming next week!
The model will be multimodal, including video features.
#AI #Ch"	0.635148943	positive	chatgpt	0.918613326	neutral	neutral	neutral	neutral	positive
7027	1633971476411080704	en	everyone	3/9/23 23:22	rt  mtaibbi if chatgpt testified to this it would have been called a direct threat  too lol	RT @mtaibbi: If ChatGPT testified to this it would have been called a “direct threat,” too lol.	1600270000000000000	[{'type': 'retweeted', 'id': '1633934237815431168'}]	1633970000000000000	['1633971476411080706']	455	0	0	0							0.45	0.55	-0.1531	0.47	1	positive	-0.25	0.725	0.55	0.421625728	0.524553571	0.510204082	0.380952381	negative	melissa	RT @user If ChatGPT testified to this it would have been called a “direct threat,” too lol.	-0.55112803	negative	chatgpt	0.128625335	positive	neutral	neutral	neutral	negative
7029	1633971439606067200	en	everyone	2023-03-09 23:22:03	rt  lonelyspeck i asked chatgpt how to be a successful artist in todays music industry and it kinda snapped ngl https  tco es0fdvtut5	RT @lonelyspeck: i asked chatGPT how to be a successful artist in today's music industry and it kinda snapped ngl https://t.co/ES0fDVtUT5	335244354	[{'type': 'retweeted', 'id': '1633817960426110976'}]	1633971439606067200	['1633971439606067201']	8	0	0	0							0.75	0.95	0.5859	0.202	3	positive	1.125	0.875	0.95	0.7958976956	0.2254464286	0.5510204082	0.5555555556	negative	anu	RT @user i asked chatGPT how to be a successful artist in today's music industry and it kinda snapped ngl http	0.446243614	positive	chatgpt	0.7928139183	positive	positive	neutral	neutral	positive
7032	1633178527053889536	en	everyone	1678404119000000000	 chicksonright  xaviaerd chatgpt being proud of any race or ethnicity  is not about being proud of something that is outside of your control rather  it is about being proud of the cultural and historical contributions made by that group  and of the resilience and strength demonstrated by that group	@chicksonright @XAVIAERD ChatGPT: Being proud of any race or ethnicity, is not about being proud of something that is outside of your control. Rather, it is about being proud of the cultural and historical contributions made by that group, and of the resilience and strength demonstrated by that group.	363778558	[{'type': 'replied_to', 'id': '1633185835154546688'}]	1633971424506392576	['1633971424506392579']	0	0	0	5	69666298.0						0.4166666667	0.525	0.91	0.424	8	positive	0.625	0.7083333333	0.525	0.9600405166	0.4732142857	0.6530612245	0.4920634921	neutral	melissa	@user @user ChatGPT: Being proud of any race or ethnicity, is not about being proud of something that is outside of your control. Rather, it is about being proud of the cultural and historical contributions made by that group, and of the resilience and strength demonstrated by that group.	0.522665441	positive	chatgpt	0.8437061863	positive	positive	positive	neutral	positive
7059	1633971008641323008	en	everyone	3/9/2023 23:20	rt  okmesonet mesonet ticker and the dry get dryerhttps  tco s0zmtlhumsanother 24 inches for se ok this week  while nw ok got shut	"RT @okmesonet: Mesonet Ticker: And the dry get dryer
https://t.co/S0zmtLHUms

Another 2-4 inches for SE OK this week, while NW OK got shut"	63503082	[{'type': 'retweeted', 'id': '1633852635295145984'}]	1633970000000000000	['1633971008641323008']	9	0	0	0							0.311111111	0.533333333	0.5267	0.206	0	neutral	0.5	0.655555556	0.533333333	0.765915422	0.229910714	0.489795918	0.476190476	neutral	sarik	"RT @user Mesonet Ticker: And the dry get dryer
https://t.co/S0zmtLHUms

Another 2-4 inches for SE OK this week, while NW OK got shut"	0.009999665	neutral	chatgpt	0.502302099	positive	positive	neutral	neutral	neutral
7155	1633970131259858944	en	everyone	1678403811000000000	rt  mtaibbi if chatgpt testified to this it would have been called a direct threat  too lol	RT @mtaibbi: If ChatGPT testified to this it would have been called a “direct threat,” too lol.	1497718105119862784	[{'type': 'retweeted', 'id': '1633934237815431168'}]	1633970131259858944	['1633970131259858944']	455	0	0	0							0.45	0.55	-0.1531	0.47000000000000003	1	positive	-0.25	0.725	0.55	0.42162572800000003	0.5245535714	0.5102040816	0.380952381	positive	anu	RT @user If ChatGPT testified to this it would have been called a “direct threat,” too lol.	-0.5511280298	negative	chatgpt	0.12862533510000002	positive	neutral	neutral	neutral	negative
7179	1633969812119638016	en	everyone	1678403735000000000	ai is ushering in a textpocalypse  https  tco ng2v6lsqrc via  theatlantic	AI Is Ushering in a Textpocalypse - https://t.co/NG2V6lSQrc via @TheAtlantic	8883702		1633969812119638016	['1633969812119638017']	0	0	0	30							0.0	0.0	0.0	0.0	0	neutral	0.0	0.5	0.0	0.49916434540000004	0.0	0.48979591840000003	0.4126984127	negative	sarik	AI Is Ushering in a Textpocalypse - http via @user	0.0698858947	neutral	chatgpt	0.5421826698000001	neutral	neutral	neutral	neutral	neutral
7184	1633969744410988544	en	everyone	3/9/2023 23:15	rt  andre_spiteri go home  chatgpt youre drunk https  tco xvfzg1t9rr	RT @Andre_Spiteri: Go home, ChatGPT. You're drunk. https://t.co/XVFzg1t9rR	1213880000000000000	[{'type': 'retweeted', 'id': '1633865714577846272'}]	1633970000000000000	['1633969744410988544']	2	0	0	0							-0.5	1.0	-0.34	0.194	-2	negative	0.125	0.25	1.0	0.326968853	0.216517857	0.448979592	0.428571429	negative	sarik	RT @user Go home, ChatGPT. You're drunk. http	-0.652706742	negative	chatgpt	0.060980118	negative	negative	neutral	neutral	negative
7261	1633968722623754240	en	everyone	1678403475000000000	rt  officialloozr loozr is the ai tool that rewards everyone for listening to music #listen2earn   #chatgpt   #memes https  tco 7r2i	"RT @officialloozr: Loozr is the AI tool that rewards everyone for listening to music! 🙄

#Listen2Earn | #ChatGPT | #Memes https://t.co/7R2I…"	768367178596937728	[{'type': 'retweeted', 'id': '1633964646515220480'}]	1633968722623754240	['1633968722623754241']	18	0	0	0							0.0	0.0	0.5719000000000001	0.198	2	positive	0.625	0.5	0.0	0.7888072930000001	0.2209821429	0.5306122449	0.4920634921	negative	anu	"RT @user Loozr is the AI tool that rewards everyone for listening to music! 🙄

#Listen2Earn | #ChatGPT | #Memes http"	0.6410769224	positive	chatgpt	0.9225609989	neutral	positive	neutral	neutral	positive
7330	1633968070250168320	en	everyone	1678403320000000000	rt  breaking911 watch chatgpt asks cia director burns a question https  tco jhcqmfbbxd	RT @Breaking911: WATCH: ChatGPT asks CIA Director Burns a question https://t.co/jhCQmfbBxD	1380242957652086784	[{'type': 'retweeted', 'id': '1633966248911306753'}]	1633968070250168320	['1633968070250168322']	43	0	0	0							0.0	0.0	0.0	0.0	0	neutral	-0.125	0.5	0.0	0.49916434540000004	0.0	0.48979591840000003	0.3968253968	neutral	sarik	RT @user WATCH: ChatGPT asks CIA Director Burns a question http	-0.0199973341	neutral	chatgpt	0.4823259305	neutral	neutral	neutral	neutral	neutral
7392	1633967490538651648	en	everyone	3/9/23 23:06	rt  daveleeft the audacity of chatgpt adding a verify you are human check box on login	"RT @DaveLeeFT: The audacity of ChatGPT adding a ""verify you are human"" check box on log-in"	20947597	[{'type': 'retweeted', 'id': '1633966721601253376'}]	1633970000000000000	['1633967490538651648']	2	0	0	0							0.0	0.1	0.0	0.0	0	neutral	0.25	0.5	0.1	0.499164345	0.0	0.489795918	0.444444444	negative	melissa	"RT @user The audacity of ChatGPT adding a ""verify you are human"" check box on log-in"	-0.658409059	negative	chatgpt	0.057182724	neutral	neutral	neutral	neutral	negative
7450	1633966925796474880	en	everyone	3/9/23 23:04	has anyone played six degrees of separation with #chatgptsome of the connections it makes leave me scratching my head while others are interesting some citations are valid but not others this is just one of the examples of a connection between  elonmusk and  donjohnson https  tco 35mrznlds0 https  tco ygwq94z6gy	"Has anyone played Six Degrees of Separation with #ChatGPT?

Some of the connections it makes leave me scratching my head while others are interesting. Some citations are valid but not others. 

This is just one of the examples of a connection between @elonmusk and @DonJohnson.… https://t.co/35MRZNLDs0 https://t.co/YgWq94Z6gY"	962619000000000000		1633970000000000000	['1633966925796474882']	0	0	0	12							0.5	0.5	0.5994	0.195	1	positive	0.375	0.75	0.5	0.80273487	0.217633929	0.510204082	0.46031746	neutral	melissa	"Has anyone played Six Degrees of Separation with #ChatGPT?

Some of the connections it makes leave me scratching my head while others are interesting. Some citations are valid but not others. 

This is just one of the examples of a connection between @user and @user http http"	-0.079829775	neutral	chatgpt	0.44248118	positive	positive	neutral	neutral	neutral
7488	1633966534250106880	en	everyone	1678402954000000000	chatgpt will bury siri for good if apple doesnt move fast  techradar https  tco qri4js9hpk	ChatGPT will bury Siri for good if Apple doesn't move fast - TechRadar https://t.co/qri4JS9hpk	1561795891320725504		1633966534250106880	['1633966534250106881']	0	0	0	3							0.45	0.6000000000000001	0.4404	0.195	3	positive	0.75	0.725	0.6000000000000001	0.722208154	0.2176339286	0.5510204082	0.5079365079	neutral	melissa	ChatGPT will bury Siri for good if Apple doesn't move fast - TechRadar http	-0.3713602126	negative	chatgpt	0.24833971900000001	positive	positive	neutral	neutral	negative
7517	1633966289009147904	en	everyone	1678402895000000000	rt  zachtratar another big new release of embra  heres whats new1  dramatic speed amp  response quality improvements via chatgpt api2	"RT @zachtratar: Another big new release of Embra ✨! Here’s what’s new:

1) Dramatic speed &amp; response quality improvements via ChatGPT API
2…"	470790728	[{'type': 'retweeted', 'id': '1633927733146451968'}]	1633966289009147904	['1633966289009147906']	2	0	0	0							-0.0401515152	0.4022727273	0.45880000000000004	0.158	5	positive	2.25	0.47992424240000003	0.4022727273	0.7315269689	0.17633928570000001	0.5918367347	0.6984126984	neutral	sarik	"RT @user Another big new release of Embra ✨! Here’s what’s new:

1) Dramatic speed &amp; response quality improvements via ChatGPT API
2…"	0.7305939198	positive	chatgpt	0.9821738504	neutral	positive	neutral	positive	positive
